date,NO2,SO2,CO,O3,Aerosol_Index,location
01-01-2020,,,,,,"Anand Vihar, Delhi"
02-01-2020,0.000191017,-0.000432994,0.048550159,0.164568126,-1.098919272,"Anand Vihar, Delhi"
03-01-2020,0.000143035,0.000545728,0.041712284,0.139937222,-1.405038238,"Anand Vihar, Delhi"
04-01-2020,,-0.000314788,0.044633403,0.137428784,-1.210190017,"Anand Vihar, Delhi"
05-01-2020,0.00014282,-0.000530775,0.045669291,0.128114909,-0.864200711,"Anand Vihar, Delhi"
06-01-2020,,,,0.121408202,-0.925492942,"Anand Vihar, Delhi"
07-01-2020,,,,0.122558974,-0.540532589,"Anand Vihar, Delhi"
08-01-2020,,,,0.124403726,0.490476079,"Anand Vihar, Delhi"
09-01-2020,0.000158571,-6.82E-05,0.043627832,0.121491358,-1.852961779,"Anand Vihar, Delhi"
10-01-2020,0.000253007,0.000622388,0.044657398,0.116491796,-1.298125153,"Anand Vihar, Delhi"
11-01-2020,0.000213984,0.000636706,0.044869464,0.114940427,-0.893136186,"Anand Vihar, Delhi"
12-01-2020,,,,,,"Anand Vihar, Delhi"
13-01-2020,,,,0.122640945,-0.834027946,"Anand Vihar, Delhi"
14-01-2020,,,0.045629792,0.133632675,-1.640458941,"Anand Vihar, Delhi"
15-01-2020,9.16E-05,0.000301159,0.038211956,0.133784422,-2.05450991,"Anand Vihar, Delhi"
16-01-2020,,,,,,"Anand Vihar, Delhi"
17-01-2020,,,,,,"Anand Vihar, Delhi"
18-01-2020,0.000212389,-0.000606954,0.04787012,0.13992928,-1.828297019,"Anand Vihar, Delhi"
19-01-2020,0.000211359,,0.046045564,0.139942806,-1.732799712,"Anand Vihar, Delhi"
20-01-2020,,,,0.134782657,-1.999091744,"Anand Vihar, Delhi"
21-01-2020,,,0.040376991,0.132965497,-1.030428647,"Anand Vihar, Delhi"
22-01-2020,,,,0.135306254,-0.56071198,"Anand Vihar, Delhi"
23-01-2020,0.000109386,1.50E-05,,0.131600501,-1.084421794,"Anand Vihar, Delhi"
24-01-2020,0.000180585,,0.041077115,0.128409997,-1.151008844,"Anand Vihar, Delhi"
25-01-2020,0.000385837,0.000469085,0.046744991,0.127078201,-1.492843081,"Anand Vihar, Delhi"
26-01-2020,0.000157295,-9.74E-05,0.045627929,0.123946898,-1.200549722,"Anand Vihar, Delhi"
27-01-2020,,,,0.124114353,-1.250485827,"Anand Vihar, Delhi"
28-01-2020,,,,,,"Anand Vihar, Delhi"
29-01-2020,0.000105352,0.000518233,,0.128044456,-1.458362699,"Anand Vihar, Delhi"
30-01-2020,0.000150386,0.000118005,0.038924873,0.128652498,-1.444930792,"Anand Vihar, Delhi"
02-02-2020,,,,,,"Anand Vihar, Delhi"
03-02-2020,0.000255605,-5.81E-05,0.04889259,0.126642644,-1.211352587,"Anand Vihar, Delhi"
04-02-2020,0.000213677,-0.000947443,,0.136968955,-1.35844171,"Anand Vihar, Delhi"
05-02-2020,0.000223037,0.00016993,,0.130095705,-2.126556158,"Anand Vihar, Delhi"
06-02-2020,0.000258174,0.00224685,0.048400261,0.13456744,-1.287654393,"Anand Vihar, Delhi"
07-02-2020,,,0.051213145,0.143083383,-0.42465172,"Anand Vihar, Delhi"
08-02-2020,9.57E-05,0.000988678,0.045714831,0.142251763,-1.265805715,"Anand Vihar, Delhi"
09-02-2020,,,,,,"Anand Vihar, Delhi"
10-02-2020,0.000227768,0.000421361,0.043031253,0.125599027,-1.52038002,"Anand Vihar, Delhi"
11-02-2020,0.000302544,-0.000363832,0.051601231,0.122888037,-1.194703575,"Anand Vihar, Delhi"
12-02-2020,9.03E-05,0.000593312,0.047137823,0.119755358,-0.52594018,"Anand Vihar, Delhi"
13-02-2020,0.000178265,-0.000865851,0.043384071,0.124730535,-0.911215901,"Anand Vihar, Delhi"
14-02-2020,,,,,,"Anand Vihar, Delhi"
16-02-2020,0.000145537,0.001049712,0.04315109,0.135486886,-1.137262344,"Anand Vihar, Delhi"
17-02-2020,0.000130591,-0.000120772,0.03761071,0.137841254,-1.058029056,"Anand Vihar, Delhi"
18-02-2020,,,,,,"Anand Vihar, Delhi"
19-02-2020,,,,,,"Anand Vihar, Delhi"
20-02-2020,8.32E-05,-0.000401638,0.043771901,0.152514637,-0.921762526,"Anand Vihar, Delhi"
21-02-2020,,,,0.149162894,0.130442201,"Anand Vihar, Delhi"
22-02-2020,,0.000133665,0.052929111,0.137564581,-0.95390949,"Anand Vihar, Delhi"
23-02-2020,,,,,,"Anand Vihar, Delhi"
24-02-2020,,,,,,"Anand Vihar, Delhi"
25-02-2020,0.000110818,-0.000596226,0.046740737,0.14583458,-1.476377368,"Anand Vihar, Delhi"
26-02-2020,0.00025255,-0.000440371,0.053854752,0.136035398,-1.405802965,"Anand Vihar, Delhi"
27-02-2020,,,,,,"Anand Vihar, Delhi"
28-02-2020,,,,0.129827395,,"Anand Vihar, Delhi"
01-03-2020,0.000172549,0.000680433,0.041230101,0.137623989,-1.003265769,"Anand Vihar, Delhi"
02-03-2020,0.000417914,-0.00016024,0.051716027,0.132586605,-0.929170653,"Anand Vihar, Delhi"
03-03-2020,0.000206821,-0.000330803,0.043906055,0.123202644,-1.35130322,"Anand Vihar, Delhi"
04-03-2020,,,,,,"Anand Vihar, Delhi"
05-03-2020,,,,,,"Anand Vihar, Delhi"
06-03-2020,,,0.038591817,0.135117337,-1.220090628,"Anand Vihar, Delhi"
07-03-2020,,-0.000193675,0.041497243,0.132579073,-1.827509761,"Anand Vihar, Delhi"
08-03-2020,0.00021104,0.000787506,0.042739178,0.132833886,-1.467649084,"Anand Vihar, Delhi"
09-03-2020,8.48E-05,-2.39E-05,0.034362391,0.131637027,-0.999428945,"Anand Vihar, Delhi"
10-03-2020,6.31E-05,-0.000473163,,0.135582119,-0.859283328,"Anand Vihar, Delhi"
11-03-2020,,,,,,"Anand Vihar, Delhi"
12-03-2020,9.35E-05,0.000258759,0.03532146,0.135010451,-0.989823341,"Anand Vihar, Delhi"
13-03-2020,0.000282492,0.000431662,0.047117013,0.15226388,-0.956331849,"Anand Vihar, Delhi"
15-03-2020,0.00011647,-0.000130528,0.043828927,0.140681192,-1.14001894,"Anand Vihar, Delhi"
16-03-2020,,,,,,"Anand Vihar, Delhi"
17-03-2020,0.00010542,0.000563231,0.038024198,0.143860285,-0.626190318,"Anand Vihar, Delhi"
18-03-2020,0.000174175,0.000474821,0.03712659,0.145729526,-0.87376071,"Anand Vihar, Delhi"
19-03-2020,0.000277933,-0.000293784,0.049501028,0.15178594,-1.298454404,"Anand Vihar, Delhi"
20-03-2020,0.000167772,-0.000634727,,0.148409307,-1.177321553,"Anand Vihar, Delhi"
21-03-2020,,,,,,"Anand Vihar, Delhi"
22-03-2020,,,,,,"Anand Vihar, Delhi"
23-03-2020,0.00010388,0.000518884,0.04444192,0.137292966,-0.557160199,"Anand Vihar, Delhi"
24-03-2020,6.51E-05,-0.000776564,0.041032635,0.136429801,-0.98864706,"Anand Vihar, Delhi"
25-03-2020,3.88E-05,7.11E-05,0.038899671,0.129353906,-1.02942725,"Anand Vihar, Delhi"
26-03-2020,,,,,,"Anand Vihar, Delhi"
27-03-2020,,,,,,"Anand Vihar, Delhi"
28-03-2020,2.96E-05,1.88E-05,0.034131929,0.130713404,-0.482890886,"Anand Vihar, Delhi"
29-03-2020,3.05E-05,-0.000889096,0.033827465,0.135977983,-0.540721476,"Anand Vihar, Delhi"
30-03-2020,,,,,,"Anand Vihar, Delhi"
01-04-2020,,,,,,"Anand Vihar, Delhi"
02-04-2020,2.65E-05,0.000142721,0.034798577,0.135334931,-0.259124256,"Anand Vihar, Delhi"
03-04-2020,4.07E-05,-5.15E-05,0.034313399,0.134087767,-0.5353145,"Anand Vihar, Delhi"
04-04-2020,,-0.000421426,0.039217789,0.134119702,-1.040775736,"Anand Vihar, Delhi"
05-04-2020,4.86E-05,-0.000102573,,0.13486883,-1.619850993,"Anand Vihar, Delhi"
06-04-2020,,,,,,"Anand Vihar, Delhi"
07-04-2020,2.98E-05,0.000762214,0.038339589,0.136081651,0.263573587,"Anand Vihar, Delhi"
08-04-2020,4.51E-05,-1.07E-05,0.03784119,0.139975682,-0.209514484,"Anand Vihar, Delhi"
09-04-2020,4.78E-05,0.000819158,0.037185773,0.134413898,-0.880145371,"Anand Vihar, Delhi"
10-04-2020,4.38E-05,0.000457766,0.038311173,0.138435934,-1.021919604,"Anand Vihar, Delhi"
11-04-2020,2.89E-05,0.001047802,,0.139831061,-0.19217022,"Anand Vihar, Delhi"
12-04-2020,,,,,,"Anand Vihar, Delhi"
13-04-2020,5.62E-05,0.000496782,0.035419509,0.133764978,0.08418517,"Anand Vihar, Delhi"
14-04-2020,5.67E-05,0.000506283,0.037457533,0.131521553,-0.030832995,"Anand Vihar, Delhi"
15-04-2020,6.83E-05,0.000411767,0.041985154,0.131776139,-0.750998499,"Anand Vihar, Delhi"
16-04-2020,,,,,,"Anand Vihar, Delhi"
17-04-2020,,,,,,"Anand Vihar, Delhi"
18-04-2020,4.29E-05,-4.02E-05,0.038267173,0.132784667,0.34270876,"Anand Vihar, Delhi"
19-04-2020,5.72E-05,-0.000176014,0.036151543,0.139864,-0.529469166,"Anand Vihar, Delhi"
20-04-2020,4.71E-05,0.000378658,0.039866928,0.142698859,-1.580159141,"Anand Vihar, Delhi"
21-04-2020,5.34E-05,0.000150567,,0.134981781,-1.371666551,"Anand Vihar, Delhi"
22-04-2020,,,,,,"Anand Vihar, Delhi"
23-04-2020,,,,0.132743097,-0.919772336,"Anand Vihar, Delhi"
24-04-2020,7.68E-05,0.000242761,0.04124473,0.132391924,-0.431151833,"Anand Vihar, Delhi"
25-04-2020,,-0.000791939,0.039873961,0.133840963,-1.981660485,"Anand Vihar, Delhi"
26-04-2020,6.25E-05,0.000550999,0.043736476,0.136037156,-1.499469161,"Anand Vihar, Delhi"
27-04-2020,6.27E-05,0.000745107,,0.134801313,-1.276143074,"Anand Vihar, Delhi"
28-04-2020,,,,,,"Anand Vihar, Delhi"
29-04-2020,5.38E-05,5.69E-05,0.044100888,0.133412242,-1.038344502,"Anand Vihar, Delhi"
01-05-2020,7.74E-05,-7.72E-05,0.047669236,0.132465944,-0.57609421,"Anand Vihar, Delhi"
02-05-2020,,,,,,"Anand Vihar, Delhi"
03-05-2020,,,,,,"Anand Vihar, Delhi"
04-05-2020,5.61E-05,-0.000329805,0.039408658,0.132725134,-0.300831974,"Anand Vihar, Delhi"
05-05-2020,5.84E-05,0.000617989,0.040670536,0.141907096,-1.007516742,"Anand Vihar, Delhi"
06-05-2020,,,,0.135577563,-2.039503711,"Anand Vihar, Delhi"
07-05-2020,,,,,,"Anand Vihar, Delhi"
08-05-2020,,,,,,"Anand Vihar, Delhi"
09-05-2020,6.25E-05,0.000597207,0.045109045,0.136148369,0.083707847,"Anand Vihar, Delhi"
10-05-2020,,,,0.137508646,-0.698073685,"Anand Vihar, Delhi"
11-05-2020,6.37E-05,,,,-1.574176292,"Anand Vihar, Delhi"
12-05-2020,,,0.043509703,0.131191656,-0.668734312,"Anand Vihar, Delhi"
13-05-2020,,,,0.133174628,-2.052651167,"Anand Vihar, Delhi"
14-05-2020,7.32E-05,-0.00027195,0.049812038,0.130101056,0.035571981,"Anand Vihar, Delhi"
15-05-2020,,,,,,"Anand Vihar, Delhi"
16-05-2020,0.000100709,-0.000328997,0.041272532,0.131101458,-0.237559045,"Anand Vihar, Delhi"
17-05-2020,8.11E-05,0.000277694,0.045175452,0.130534234,-0.729891076,"Anand Vihar, Delhi"
18-05-2020,9.43E-05,0.000362887,,0.131977051,0.059721194,"Anand Vihar, Delhi"
19-05-2020,,,,,,"Anand Vihar, Delhi"
20-05-2020,0.000100435,-0.000498351,0.043137275,0.129190564,0.088524982,"Anand Vihar, Delhi"
21-05-2020,0.000114332,0.000598802,0.041198494,0.122247525,0.239600539,"Anand Vihar, Delhi"
22-05-2020,0.000139545,0.000307776,0.052228569,0.12179675,-0.414261907,"Anand Vihar, Delhi"
23-05-2020,7.16E-05,-0.000579158,,0.121292271,0.289922614,"Anand Vihar, Delhi"
24-05-2020,,,,,,"Anand Vihar, Delhi"
25-05-2020,,,,,,"Anand Vihar, Delhi"
26-05-2020,0.000125052,0.000288443,0.041139687,0.125701994,0.457352489,"Anand Vihar, Delhi"
27-05-2020,0.000137693,0.000100739,0.044352908,0.124598473,0.163478896,"Anand Vihar, Delhi"
28-05-2020,6.15E-05,-0.000246466,,0.124063596,-0.699171007,"Anand Vihar, Delhi"
29-05-2020,4.74E-05,-0.000212391,0.035332625,0.125639588,1.051749706,"Anand Vihar, Delhi"
30-05-2020,,,,,,"Anand Vihar, Delhi"
01-06-2020,0.000103308,0.000447406,,0.129290223,-0.833782613,"Anand Vihar, Delhi"
02-06-2020,,,0.039272446,,,"Anand Vihar, Delhi"
03-06-2020,0.000121915,0.000162099,0.041444527,0.128187209,-0.620916963,"Anand Vihar, Delhi"
04-06-2020,,,,,,"Anand Vihar, Delhi"
05-06-2020,0.000114993,7.76E-05,0.041898977,0.128219574,-1.047297751,"Anand Vihar, Delhi"
06-06-2020,9.79E-05,-0.000437079,0.040472292,0.12794283,-1.250806093,"Anand Vihar, Delhi"
07-06-2020,8.36E-05,-5.83E-05,0.039500993,0.125823498,-1.320962548,"Anand Vihar, Delhi"
08-06-2020,8.65E-05,-0.000641723,,0.126884907,-1.515315533,"Anand Vihar, Delhi"
09-06-2020,,,,,,"Anand Vihar, Delhi"
10-06-2020,,,,,,"Anand Vihar, Delhi"
11-06-2020,8.56E-05,1.81E-05,0.038131993,0.126179056,-0.210550226,"Anand Vihar, Delhi"
12-06-2020,0.000168004,-4.58E-05,0.041929517,0.127355203,-0.776826084,"Anand Vihar, Delhi"
13-06-2020,7.64E-05,-2.72E-05,0.045912471,0.12638253,1.055319786,"Anand Vihar, Delhi"
14-06-2020,,0.000395909,0.042405069,0.126274794,-0.585170269,"Anand Vihar, Delhi"
15-06-2020,8.32E-05,0.00022813,0.043666641,0.128098498,-0.925456473,"Anand Vihar, Delhi"
16-06-2020,9.93E-05,0.000148497,0.041219577,0.124977909,0.035162009,"Anand Vihar, Delhi"
17-06-2020,,,,,,"Anand Vihar, Delhi"
18-06-2020,,,,,,"Anand Vihar, Delhi"
19-06-2020,8.55E-05,-0.000424427,0.041853081,0.125052482,1.371216774,"Anand Vihar, Delhi"
20-06-2020,,,,,,"Anand Vihar, Delhi"
21-06-2020,,-0.000105653,,0.126572928,,"Anand Vihar, Delhi"
22-06-2020,0.00010418,0.000487731,0.047548937,0.126982093,-1.262447238,"Anand Vihar, Delhi"
23-06-2020,,-0.00029505,0.035659079,0.126446464,-1.645007868,"Anand Vihar, Delhi"
24-06-2020,,,,0.124364279,-1.890985847,"Anand Vihar, Delhi"
25-06-2020,,,,,,"Anand Vihar, Delhi"
26-06-2020,7.30E-05,-0.00057735,0.040506588,0.124050498,-0.567142937,"Anand Vihar, Delhi"
27-06-2020,6.68E-05,0.000110315,,0.12893517,0.166420679,"Anand Vihar, Delhi"
28-06-2020,9.07E-05,0.000712018,0.03317115,0.12879847,0.127112865,"Anand Vihar, Delhi"
29-06-2020,9.92E-05,-0.000218583,0.035015255,0.124858432,1.684013724,"Anand Vihar, Delhi"
01-07-2020,,,,,,"Anand Vihar, Delhi"
02-07-2020,0.000136927,,0.048194414,0.127878413,-1.074320793,"Anand Vihar, Delhi"
03-07-2020,0.000194337,7.93E-06,0.047334347,0.129666656,-1.114044666,"Anand Vihar, Delhi"
04-07-2020,9.59E-05,0.000506982,0.039787427,0.126078591,-1.222710967,"Anand Vihar, Delhi"
06-07-2020,,,,,,"Anand Vihar, Delhi"
07-07-2020,,,0.033774115,0.125503377,-0.198745499,"Anand Vihar, Delhi"
08-07-2020,,-5.43E-05,0.035265602,0.123748573,-1.534464548,"Anand Vihar, Delhi"
09-07-2020,,,0.036905035,0.12384285,-1.29271543,"Anand Vihar, Delhi"
10-07-2020,,-0.000184876,0.03601433,0.125698447,-1.750243425,"Anand Vihar, Delhi"
11-07-2020,,,,,,"Anand Vihar, Delhi"
12-07-2020,,,,,,"Anand Vihar, Delhi"
13-07-2020,0.000102082,0.000323655,0.036848828,0.121776223,-0.212565355,"Anand Vihar, Delhi"
14-07-2020,,-0.000322557,0.036462568,0.126624277,-0.512297981,"Anand Vihar, Delhi"
16-07-2020,,-0.000156728,0.036604838,0.124806277,-1.490430355,"Anand Vihar, Delhi"
17-07-2020,,,,,,"Anand Vihar, Delhi"
18-07-2020,,,,0.11801403,-1.621407032,"Anand Vihar, Delhi"
19-07-2020,,-0.000247243,,0.122355975,-1.982695103,"Anand Vihar, Delhi"
20-07-2020,,,,,,"Anand Vihar, Delhi"
21-07-2020,,,0.030544382,0.122809525,-2.19071628,"Anand Vihar, Delhi"
22-07-2020,,,,,,"Anand Vihar, Delhi"
23-07-2020,7.44E-05,-7.70E-05,0.036968183,0.129399199,-1.496763608,"Anand Vihar, Delhi"
24-07-2020,0.000101141,,0.034403775,,-1.625809441,"Anand Vihar, Delhi"
25-07-2020,,,,0.126782641,-1.975452304,"Anand Vihar, Delhi"
26-07-2020,,,,,,"Anand Vihar, Delhi"
27-07-2020,6.11E-05,-0.000103174,0.036125699,0.122019827,-0.870237768,"Anand Vihar, Delhi"
28-07-2020,0.000105251,-4.89E-05,0.042673897,0.122770815,-0.87492237,"Anand Vihar, Delhi"
29-07-2020,,,,0.119711988,-1.124416232,"Anand Vihar, Delhi"
01-08-2020,,,,0.120782718,-1.803167701,"Anand Vihar, Delhi"
02-08-2020,,,,,,"Anand Vihar, Delhi"
03-08-2020,,,,0.121719241,-0.938367903,"Anand Vihar, Delhi"
04-08-2020,5.81E-05,-6.87E-05,0.037036829,0.123262645,-1.065211134,"Anand Vihar, Delhi"
05-08-2020,,,,,,"Anand Vihar, Delhi"
06-08-2020,6.35E-05,0.000670505,,0.120476626,-1.614093184,"Anand Vihar, Delhi"
07-08-2020,,,,,,"Anand Vihar, Delhi"
08-08-2020,,,0.036188894,0.119676212,-0.593548696,"Anand Vihar, Delhi"
09-08-2020,,,,0.118368059,-0.96909672,"Anand Vihar, Delhi"
10-08-2020,,,0.036653753,0.119357929,-2.159435894,"Anand Vihar, Delhi"
11-08-2020,,,0.038533881,0.116552045,-1.524663333,"Anand Vihar, Delhi"
12-08-2020,,,,,,"Anand Vihar, Delhi"
13-08-2020,,,,,,"Anand Vihar, Delhi"
14-08-2020,,,,0.118687935,-0.853857636,"Anand Vihar, Delhi"
15-08-2020,,,0.0308367,0.126153564,-1.877607688,"Anand Vihar, Delhi"
16-08-2020,,,,0.121373296,-1.918730617,"Anand Vihar, Delhi"
17-08-2020,,,,0.119278312,-0.78492409,"Anand Vihar, Delhi"
18-08-2020,,,,,,"Anand Vihar, Delhi"
19-08-2020,,,,0.122641183,-0.396668226,"Anand Vihar, Delhi"
20-08-2020,,,,0.122570708,-1.556200027,"Anand Vihar, Delhi"
21-08-2020,,,,,,"Anand Vihar, Delhi"
22-08-2020,5.42E-05,0.000331096,0.031537801,0.122066945,-1.835234046,"Anand Vihar, Delhi"
23-08-2020,,,,,,"Anand Vihar, Delhi"
24-08-2020,,,0.03332787,0.120553419,-1.879618764,"Anand Vihar, Delhi"
25-08-2020,,,0.033251985,0.122157933,-2.081890174,"Anand Vihar, Delhi"
26-08-2020,,,0.035265289,0.119216552,-1.430569398,"Anand Vihar, Delhi"
27-08-2020,,,0.032595388,0.11843098,-1.827229857,"Anand Vihar, Delhi"
28-08-2020,,,,,,"Anand Vihar, Delhi"
29-08-2020,4.89E-05,-0.000102687,0.03733509,0.122036493,-1.598309318,"Anand Vihar, Delhi"
30-08-2020,,,,0.120718293,0.340754002,"Anand Vihar, Delhi"
01-09-2020,,,0.034732688,0.124139488,-1.704477906,"Anand Vihar, Delhi"
02-09-2020,,,,0.118244544,-0.192546263,"Anand Vihar, Delhi"
03-09-2020,,,,,,"Anand Vihar, Delhi"
04-09-2020,,,0.038598157,0.123923026,-1.083904028,"Anand Vihar, Delhi"
05-09-2020,,,0.037710004,0.123844146,-1.73279464,"Anand Vihar, Delhi"
06-09-2020,,,0.035790946,0.12103685,-1.58040905,"Anand Vihar, Delhi"
07-09-2020,,,,,,"Anand Vihar, Delhi"
08-09-2020,,,,,,"Anand Vihar, Delhi"
09-09-2020,6.18E-05,-0.00041968,0.038700667,0.125874051,-1.20217056,"Anand Vihar, Delhi"
10-09-2020,0.000114238,0.000159355,0.038140893,0.123351091,-1.482452543,"Anand Vihar, Delhi"
11-09-2020,0.000129406,0.000319619,,0.123041727,-1.404164433,"Anand Vihar, Delhi"
12-09-2020,9.14E-05,0.000342916,,0.123306118,-1.440581799,"Anand Vihar, Delhi"
13-09-2020,,,,,,"Anand Vihar, Delhi"
14-09-2020,,,0.045974445,0.124883331,-0.932783782,"Anand Vihar, Delhi"
15-09-2020,,,0.050798102,0.123000868,-1.251509666,"Anand Vihar, Delhi"
16-09-2020,0.000104358,0.000372943,,0.119734392,-1.459680557,"Anand Vihar, Delhi"
17-09-2020,9.61E-05,0.000156033,0.039724764,0.119022444,-1.27564168,"Anand Vihar, Delhi"
18-09-2020,,,,,,"Anand Vihar, Delhi"
19-09-2020,,,,,,"Anand Vihar, Delhi"
20-09-2020,8.19E-05,0.000334795,0.04184418,0.122516704,-1.32036128,"Anand Vihar, Delhi"
21-09-2020,0.000156004,0.000445825,0.040454283,0.123661677,-1.609897878,"Anand Vihar, Delhi"
22-09-2020,,,,,,"Anand Vihar, Delhi"
23-09-2020,,,0.036259765,0.121358457,-1.023939916,"Anand Vihar, Delhi"
24-09-2020,,,,,,"Anand Vihar, Delhi"
25-09-2020,9.73E-05,-3.26E-05,0.041556709,0.120042481,-1.032598972,"Anand Vihar, Delhi"
26-09-2020,,,,,-0.177806633,"Anand Vihar, Delhi"
27-09-2020,9.18E-05,0.000634492,0.038234062,0.120735556,-0.86638876,"Anand Vihar, Delhi"
28-09-2020,7.96E-05,-0.000129541,,0.119539112,-0.550412297,"Anand Vihar, Delhi"
29-09-2020,,,,,,"Anand Vihar, Delhi"
01-10-2020,9.97E-05,0.000109102,0.03783571,0.116958441,-0.928904567,"Anand Vihar, Delhi"
02-10-2020,0.000118454,0.000167296,0.037190121,0.118436279,-1.150311203,"Anand Vihar, Delhi"
03-10-2020,9.05E-05,0.000409975,,0.121116467,-0.938572705,"Anand Vihar, Delhi"
04-10-2020,8.76E-05,,0.036755633,0.120307378,-0.563585699,"Anand Vihar, Delhi"
05-10-2020,,,,,,"Anand Vihar, Delhi"
06-10-2020,0.000111809,-7.88E-05,0.039787643,0.118611149,-0.817242265,"Anand Vihar, Delhi"
07-10-2020,0.000128234,-0.000323245,0.046877582,0.119272705,-0.956381382,"Anand Vihar, Delhi"
08-10-2020,0.00011787,0.000299501,,0.116521366,-0.673415959,"Anand Vihar, Delhi"
09-10-2020,,,,,,"Anand Vihar, Delhi"
10-10-2020,,,,,,"Anand Vihar, Delhi"
11-10-2020,0.000203769,0.000732947,0.052857548,0.114884018,-0.715224397,"Anand Vihar, Delhi"
12-10-2020,0.000175594,9.44E-05,,0.114816129,-0.442674786,"Anand Vihar, Delhi"
13-10-2020,,,,,,"Anand Vihar, Delhi"
14-10-2020,,,0.052636713,0.115199022,-0.05072248,"Anand Vihar, Delhi"
15-10-2020,,,,,,"Anand Vihar, Delhi"
16-10-2020,0.000155268,0.000264942,,0.115815461,-0.78759402,"Anand Vihar, Delhi"
17-10-2020,0.000120603,4.60E-05,,0.113694482,-0.893827796,"Anand Vihar, Delhi"
18-10-2020,0.000115644,7.76E-05,0.048435584,0.117404319,-0.804540515,"Anand Vihar, Delhi"
19-10-2020,9.89E-05,-0.000541865,,0.115734778,-0.530915022,"Anand Vihar, Delhi"
20-10-2020,9.82E-05,0.001138351,0.042804819,0.114964031,-0.0992897,"Anand Vihar, Delhi"
21-10-2020,,,,,,"Anand Vihar, Delhi"
22-10-2020,0.000152248,0.000123088,0.050770316,0.119109655,-0.836621588,"Anand Vihar, Delhi"
23-10-2020,0.000119532,1.42E-05,0.049962053,0.11568971,-0.626844645,"Anand Vihar, Delhi"
24-10-2020,,,,,,"Anand Vihar, Delhi"
25-10-2020,,-1.33E-05,0.056091994,0.1162249,0.70925045,"Anand Vihar, Delhi"
26-10-2020,,,,,,"Anand Vihar, Delhi"
27-10-2020,0.000132767,0.000796331,0.047449414,0.118929811,-0.737380862,"Anand Vihar, Delhi"
28-10-2020,,,,,,"Anand Vihar, Delhi"
29-10-2020,0.000245016,-0.000489537,0.06200701,0.121510841,0.472554773,"Anand Vihar, Delhi"
30-10-2020,,0.001032023,,0.122211188,0.452502608,"Anand Vihar, Delhi"
01-11-2020,,,,,,"Anand Vihar, Delhi"
02-11-2020,0.000194151,7.57E-05,0.057267584,0.125813835,0.198503167,"Anand Vihar, Delhi"
03-11-2020,0.000417895,-0.000152426,0.050246246,0.121424295,-0.335105866,"Anand Vihar, Delhi"
04-11-2020,,,,0.118533306,2.658910513,"Anand Vihar, Delhi"
05-11-2020,,,,,,"Anand Vihar, Delhi"
06-11-2020,,,,,,"Anand Vihar, Delhi"
07-11-2020,0.000161818,-0.000690951,0.052174721,0.122839279,-0.659233809,"Anand Vihar, Delhi"
08-11-2020,,-6.28E-05,0.064431036,0.124658599,0.975714028,"Anand Vihar, Delhi"
09-11-2020,,-0.000359724,0.064895227,0.122059322,0.918163046,"Anand Vihar, Delhi"
10-11-2020,,-0.00063544,0.061399719,0.120743655,0.884174466,"Anand Vihar, Delhi"
11-11-2020,,,,,,"Anand Vihar, Delhi"
12-11-2020,0.000243013,0.000763028,,0.123105049,-0.766494513,"Anand Vihar, Delhi"
13-11-2020,0.000297009,-0.000529018,0.05606015,0.119218268,-0.764714599,"Anand Vihar, Delhi"
14-11-2020,,,,0.119854279,0.731313765,"Anand Vihar, Delhi"
15-11-2020,,,,,,"Anand Vihar, Delhi"
16-11-2020,,,,,,"Anand Vihar, Delhi"
17-11-2020,0.000102684,-0.000183135,0.042305343,0.121586032,-1.22722578,"Anand Vihar, Delhi"
18-11-2020,0.000223849,3.15E-06,,0.119400752,-1.418095846,"Anand Vihar, Delhi"
19-11-2020,0.000274495,,0.047060665,0.122156583,-1.027368426,"Anand Vihar, Delhi"
20-11-2020,,,,,,"Anand Vihar, Delhi"
21-11-2020,8.17E-05,-0.000192739,0.036101248,0.128943861,-0.468478739,"Anand Vihar, Delhi"
22-11-2020,0.000189036,0.000203829,,0.133358255,-0.868024409,"Anand Vihar, Delhi"
23-11-2020,0.000499825,0.000669796,0.050059814,0.132281154,-1.303306937,"Anand Vihar, Delhi"
25-11-2020,,,,0.125754327,-1.443130612,"Anand Vihar, Delhi"
26-11-2020,6.58E-05,0.000871088,,0.127094949,-0.821981865,"Anand Vihar, Delhi"
27-11-2020,0.000143665,0.000203152,0.039994329,0.119524591,-1.268748999,"Anand Vihar, Delhi"
28-11-2020,,,,,,"Anand Vihar, Delhi"
29-11-2020,0.000335328,0.001395228,0.045969397,0.118292212,-1.277136894,"Anand Vihar, Delhi"
01-12-2020,0.000210297,0.000929987,0.04493713,0.114078201,-0.285128474,"Anand Vihar, Delhi"
03-12-2020,0.000481927,-0.000109488,0.054684229,0.116670996,-1.168046832,"Anand Vihar, Delhi"
04-12-2020,0.000309648,-9.61E-05,0.04830524,0.114731617,-0.909871221,"Anand Vihar, Delhi"
05-12-2020,0.000177424,-0.000559411,0.049197879,0.115540043,-0.856158972,"Anand Vihar, Delhi"
06-12-2020,,,,,,"Anand Vihar, Delhi"
07-12-2020,0.00015976,0.000888153,0.047993238,0.117506329,-0.126995949,"Anand Vihar, Delhi"
08-12-2020,0.00021312,0.000284357,0.046582412,0.117918976,-1.300131321,"Anand Vihar, Delhi"
