NO2,SO2,CO,O3,Aerosol_Index,location
9.638499999999999e-05,-0.00029505,0.035659079,0.126446464,-1.645007868,"Anand Vihar, Delhi"
8.858999999999999e-05,-0.00038915,0.03727491533333334,0.124364279,-1.890985847,"Anand Vihar, Delhi"
8.0795e-05,-0.00048325,0.03889075166666667,0.12420738849999999,-1.229064392,"Anand Vihar, Delhi"
7.3e-05,-0.00057735,0.040506588,0.124050498,-0.567142937,"Anand Vihar, Delhi"
6.68e-05,0.000110315,0.036838869,0.12893517,0.166420679,"Anand Vihar, Delhi"
9.07e-05,0.000712018,0.03317115,0.12879847,0.127112865,"Anand Vihar, Delhi"
9.92e-05,-0.000218583,0.035015255,0.124858432,1.684013724,"Anand Vihar, Delhi"
0.0001180635,-0.00014307866666666668,0.0416048345,0.1263684225,0.30484646550000005,"Anand Vihar, Delhi"
0.000136927,-6.757433333333333e-05,0.048194414,0.127878413,-1.074320793,"Anand Vihar, Delhi"
0.000194337,7.93e-06,0.047334347,0.129666656,-1.114044666,"Anand Vihar, Delhi"
9.59e-05,0.000506982,0.039787427,0.126078591,-1.222710967,"Anand Vihar, Delhi"
9.667275e-05,0.00031988800000000005,0.036780771000000004,0.125790984,-0.710728233,"Anand Vihar, Delhi"
9.74455e-05,0.00013279400000000004,0.033774115,0.125503377,-0.198745499,"Anand Vihar, Delhi"
9.821825e-05,-5.43e-05,0.035265602,0.123748573,-1.534464548,"Anand Vihar, Delhi"
9.8991e-05,-0.00011958800000000001,0.036905035,0.12384285,-1.29271543,"Anand Vihar, Delhi"
9.976375e-05,-0.000184876,0.03601433,0.125698447,-1.750243425,"Anand Vihar, Delhi"
0.00010053650000000001,-1.5365666666666654e-05,0.036292496,0.124391039,-1.2376840683333334,"Anand Vihar, Delhi"
0.00010130925,0.0001541446666666667,0.036570662,0.123083631,-0.7251247116666666,"Anand Vihar, Delhi"
0.000102082,0.000323655,0.036848828,0.121776223,-0.212565355,"Anand Vihar, Delhi"
9.900622222222223e-05,-0.000322557,0.036462568,0.126624277,-0.512297981,"Anand Vihar, Delhi"
9.593044444444445e-05,-0.000156728,0.036604838,0.124806277,-1.490430355,"Anand Vihar, Delhi"
9.285466666666667e-05,-0.00018689966666666667,0.0353927468,0.1214101535,-1.5559186935,"Anand Vihar, Delhi"
8.977888888888889e-05,-0.00021707133333333334,0.0341806556,0.11801403,-1.621407032,"Anand Vihar, Delhi"
8.670311111111112e-05,-0.000247243,0.0329685644,0.122355975,-1.982695103,"Anand Vihar, Delhi"
8.362733333333334e-05,-0.00020468225,0.031756473199999996,0.12258275,-2.0867056915,"Anand Vihar, Delhi"
8.055155555555556e-05,-0.0001621215,0.030544382,0.122809525,-2.19071628,"Anand Vihar, Delhi"
7.747577777777778e-05,-0.00011956075000000001,0.0337562825,0.126104362,-1.8437399440000002,"Anand Vihar, Delhi"
7.44e-05,-7.7e-05,0.036968183,0.129399199,-1.496763608,"Anand Vihar, Delhi"
0.000101141,-8.35435e-05,0.034403775,0.12809092,-1.625809441,"Anand Vihar, Delhi"
8.7794e-05,-9.0087e-05,0.03497774966666666,0.126782641,-1.975452304,"Anand Vihar, Delhi"
7.4447e-05,-9.66305e-05,0.03555172433333333,0.124401234,-1.422845036,"Anand Vihar, Delhi"
6.11e-05,-0.000103174,0.036125699,0.122019827,-0.870237768,"Anand Vihar, Delhi"
0.000105251,-4.89e-05,0.042673897,0.122770815,-0.87492237,"Anand Vihar, Delhi"
9.58208e-05,-5.2860000000000006e-05,0.0415464834,0.119711988,-1.124416232,"Anand Vihar, Delhi"
8.63906e-05,-5.682e-05,0.0404190698,0.120782718,-1.803167701,"Anand Vihar, Delhi"
7.69604e-05,-6.0780000000000004e-05,0.039291656200000004,0.1212509795,-1.370767802,"Anand Vihar, Delhi"
6.75302e-05,-6.474000000000001e-05,0.0381642426,0.121719241,-0.938367903,"Anand Vihar, Delhi"
5.81e-05,-6.87e-05,0.037036829,0.123262645,-1.065211134,"Anand Vihar, Delhi"
6.08e-05,0.0003009025,0.03682484525,0.1218696355,-1.339652159,"Anand Vihar, Delhi"
6.35e-05,0.000670505,0.036612861499999996,0.120476626,-1.614093184,"Anand Vihar, Delhi"
6.291875e-05,0.0006492919374999999,0.03640087775,0.120076419,-1.1038209399999999,"Anand Vihar, Delhi"
6.23375e-05,0.000628078875,0.036188894,0.119676212,-0.593548696,"Anand Vihar, Delhi"
6.175625e-05,0.0006068658125,0.0364213235,0.118368059,-0.96909672,"Anand Vihar, Delhi"
6.1175e-05,0.0005856527499999999,0.036653753,0.119357929,-2.159435894,"Anand Vihar, Delhi"
6.059375e-05,0.0005644396875,0.038533881,0.116552045,-1.524663333,"Anand Vihar, Delhi"
6.00125e-05,0.000543226625,0.03660958575,0.11726400833333334,-1.301061434,"Anand Vihar, Delhi"
5.943125e-05,0.0005220135624999999,0.0346852905,0.11797597166666667,-1.077459535,"Anand Vihar, Delhi"
5.885e-05,0.0005008005,0.03276099525,0.118687935,-0.853857636,"Anand Vihar, Delhi"
5.8268750000000003e-05,0.0004795874375,0.0308367,0.126153564,-1.877607688,"Anand Vihar, Delhi"
5.76875e-05,0.000458374375,0.030936857285714287,0.121373296,-1.918730617,"Anand Vihar, Delhi"
5.710625e-05,0.0004371613125,0.031037014571428573,0.119278312,-0.78492409,"Anand Vihar, Delhi"
5.6525000000000005e-05,0.00041594825,0.03113717185714286,0.12095974749999999,-0.590796158,"Anand Vihar, Delhi"
5.594375e-05,0.0003947351875,0.03123732914285714,0.122641183,-0.396668226,"Anand Vihar, Delhi"
5.5362500000000004e-05,0.000373522125,0.031337486428571426,0.122570708,-1.556200027,"Anand Vihar, Delhi"
5.478125000000001e-05,0.0003523090625,0.031437643714285715,0.1223188265,-1.6957170365,"Anand Vihar, Delhi"
5.42e-05,0.000331096,0.031537801,0.122066945,-1.835234046,"Anand Vihar, Delhi"
5.344285714285715e-05,0.00026912700000000003,0.0324328355,0.12131018199999999,-1.857426405,"Anand Vihar, Delhi"
5.268571428571429e-05,0.000207158,0.03332787,0.120553419,-1.879618764,"Anand Vihar, Delhi"
5.1928571428571434e-05,0.000145189,0.033251985,0.122157933,-2.081890174,"Anand Vihar, Delhi"
5.117142857142857e-05,8.322e-05,0.035265289,0.119216552,-1.430569398,"Anand Vihar, Delhi"
5.0414285714285715e-05,2.1251000000000017e-05,0.032595388,0.11843098,-1.827229857,"Anand Vihar, Delhi"
4.965714285714286e-05,-4.0718000000000026e-05,0.034965239,0.1202337365,-1.7127695875,"Anand Vihar, Delhi"
4.89e-05,-0.000102687,0.03733509,0.122036493,-1.598309318,"Anand Vihar, Delhi"
5.0190000000000006e-05,-0.0001343863,0.036033889,0.120718293,0.340754002,"Anand Vihar, Delhi"
5.148e-05,-0.0001660856,0.034732688,0.124139488,-1.704477906,"Anand Vihar, Delhi"
5.277e-05,-0.0001977849,0.03602117766666667,0.118244544,-0.192546263,"Anand Vihar, Delhi"
5.406e-05,-0.00022948420000000003,0.03730966733333333,0.121083785,-0.6382251455000001,"Anand Vihar, Delhi"
5.5350000000000004e-05,-0.0002611835,0.038598157,0.123923026,-1.083904028,"Anand Vihar, Delhi"
5.664e-05,-0.0002928828,0.037710004,0.123844146,-1.73279464,"Anand Vihar, Delhi"
5.7929999999999996e-05,-0.00032458210000000005,0.035790946,0.12103685,-1.58040905,"Anand Vihar, Delhi"
5.922e-05,-0.00035628140000000004,0.036760852999999996,0.12264925033333333,-1.4543295533333334,"Anand Vihar, Delhi"
6.051e-05,-0.00038798070000000003,0.03773076,0.12426165066666665,-1.3282500566666668,"Anand Vihar, Delhi"
6.18e-05,-0.00041968,0.038700667,0.125874051,-1.20217056,"Anand Vihar, Delhi"
0.000114238,0.000159355,0.038140893,0.123351091,-1.482452543,"Anand Vihar, Delhi"
0.000129406,0.000319619,0.040099281,0.123041727,-1.404164433,"Anand Vihar, Delhi"
9.14e-05,0.000342916,0.042057669000000006,0.123306118,-1.440581799,"Anand Vihar, Delhi"
9.46395e-05,0.00035042275,0.044016057000000004,0.1240947245,-1.1866827905,"Anand Vihar, Delhi"
9.7879e-05,0.0003579295,0.045974445,0.124883331,-0.932783782,"Anand Vihar, Delhi"
0.00010111850000000001,0.00036543625,0.050798102,0.123000868,-1.251509666,"Anand Vihar, Delhi"
0.000104358,0.000372943,0.045261433000000004,0.119734392,-1.459680557,"Anand Vihar, Delhi"
9.61e-05,0.000156033,0.039724764,0.119022444,-1.27564168,"Anand Vihar, Delhi"
9.136666666666667e-05,0.00021562033333333332,0.040431236,0.12018719733333334,-1.2905482133333332,"Anand Vihar, Delhi"
8.663333333333333e-05,0.00027520766666666666,0.041137708,0.12135195066666667,-1.3054547466666666,"Anand Vihar, Delhi"
8.19e-05,0.000334795,0.04184418,0.122516704,-1.32036128,"Anand Vihar, Delhi"
0.000156004,0.000445825,0.040454283,0.123661677,-1.609897878,"Anand Vihar, Delhi"
0.000141328,0.00032621875,0.038357024,0.122510067,-1.3169188969999999,"Anand Vihar, Delhi"
0.000126652,0.00020661250000000001,0.036259765,0.121358457,-1.023939916,"Anand Vihar, Delhi"
0.000111976,8.700625000000002e-05,0.038908237,0.120700469,-1.028269444,"Anand Vihar, Delhi"
