location,date,PM2.5_ground,PM10_ground,NO2_ground,SO2_ground,CO_ground,O3_ground
Punjabi Bagh  Delhi - DPCC ,2023-09-10,18.53,49.46,18.78,9.51,0.7,16.81
Punjabi Bagh  Delhi - DPCC ,2023-09-11,41.81,101.0,24.95,13.83,0.91,16.45
Punjabi Bagh  Delhi - DPCC ,2023-09-12,46.84,123.43,26.62,9.57,0.71,18.0
Punjabi Bagh  Delhi - DPCC ,2023-09-13,62.61,134.51,29.09,13.29,0.83,21.79
Punjabi Bagh  Delhi - DPCC ,2023-09-14,62.36,133.82,26.37,8.2,0.65,18.4
Punjabi Bagh  Delhi - DPCC ,2023-09-15,42.67,100.24,30.68,8.76,0.83,17.86
Punjabi Bagh  Delhi - DPCC ,2023-09-16,50.92,103.52,24.64,15.76,0.83,13.6
Punjabi Bagh  Delhi - DPCC ,2023-09-17,36.75,90.4,24.81,15.3,0.69,14.5
Punjabi Bagh  Delhi - DPCC ,2023-09-18,20.51,73.23,23.63,11.78,0.74,13.88
Punjabi Bagh  Delhi - DPCC ,2023-09-19,27.12,85.29,24.53,9.7,0.67,16.41
Punjabi Bagh  Delhi - DPCC ,2023-09-20,41.64,123.77,30.22,8.915,0.83,18.93
Punjabi Bagh  Delhi - DPCC ,2023-09-21,51.52,122.18,28.05,8.13,0.61,16.63
Punjabi Bagh  Delhi - DPCC ,2023-09-22,56.61,117.15,26.78,5.16,0.62,22.28
Punjabi Bagh  Delhi - DPCC ,2023-09-23,53.69,118.41,28.14,6.68,0.91,20.05
Punjabi Bagh  Delhi - DPCC ,2023-09-24,63.48,139.18,29.1,8.97,1.15,17.37
Punjabi Bagh  Delhi - DPCC ,2023-09-25,76.07,153.5,31.92,9.6,1.89,25.54
Punjabi Bagh  Delhi - DPCC ,2023-09-26,74.61,153.31,30.99,12.45,2.75,19.83
Punjabi Bagh  Delhi - DPCC ,2023-09-27,52.18,142.36,30.32,11.93,3.0,18.07
Punjabi Bagh  Delhi - DPCC ,2023-09-28,60.69,159.19,34.35,9.78,0.5,21.16
Punjabi Bagh  Delhi - DPCC ,2023-09-29,75.19,184.51,37.21,12.77,0.65,21.12
Punjabi Bagh  Delhi - DPCC ,2023-09-30,68.4,175.56,35.49,13.65,1.21,19.87
Punjabi Bagh  Delhi - DPCC ,2023-10-01,68.32,167.18,34.72,7.41,1.56,22.68
Punjabi Bagh  Delhi - DPCC ,2023-10-02,61.02,147.23,41.12,10.2,5.7,19.75
Punjabi Bagh  Delhi - DPCC ,2023-10-03,61.38,174.3,44.38,9.87,2.53,19.69
Punjabi Bagh  Delhi - DPCC ,2023-10-04,71.73,191.91,47.0,9.46,2.48,20.46
Punjabi Bagh  Delhi - DPCC ,2023-10-05,88.09,212.96,50.28,9.98,0.86,19.33
Punjabi Bagh  Delhi - DPCC ,2023-10-06,103.3,248.0,45.16,14.21,0.78,15.47
Punjabi Bagh  Delhi - DPCC ,2023-10-07,91.76,227.44,33.74,20.84,0.86,12.75
Punjabi Bagh  Delhi - DPCC ,2023-10-08,72.24,183.09,26.15,17.2,1.86,12.56
Punjabi Bagh  Delhi - DPCC ,2023-10-09,79.01,184.44,27.64,12.18,1.02,13.64
Punjabi Bagh  Delhi - DPCC ,2023-10-10,66.77,172.42,35.88,13.3,1.24,17.27
Punjabi Bagh  Delhi - DPCC ,2023-10-11,91.02,168.62,43.29,17.21,1.09,18.36
Punjabi Bagh  Delhi - DPCC ,2023-10-12,133.21,249.67,51.01,21.77,1.81,20.76
Punjabi Bagh  Delhi - DPCC ,2023-10-13,161.16,291.63,59.35,16.56,1.66,19.07
Punjabi Bagh  Delhi - DPCC ,2023-10-14,118.35,240.71,55.06,4.63,0.64,30.14
Punjabi Bagh  Delhi - DPCC ,2023-10-15,103.06,234.72,52.83,9.95,0.32,18.88
Punjabi Bagh  Delhi - DPCC ,2023-10-16,75.32,200.07,47.45,5.02,0.28,16.46
Punjabi Bagh  Delhi - DPCC ,2023-10-17,46.03,98.75,50.76,10.09,0.53,13.48
Punjabi Bagh  Delhi - DPCC ,2023-10-18,56.61,122.8,46.7,4.75,0.27,16.66
Punjabi Bagh  Delhi - DPCC ,2023-10-19,52.56,116.18,47.72,9.2,0.37,19.06
Punjabi Bagh  Delhi - DPCC ,2023-10-20,110.21,180.02,53.33,9.74,0.32,21.71
Punjabi Bagh  Delhi - DPCC ,2023-10-21,174.1,248.78,59.7,8.25,0.68,24.47
Punjabi Bagh  Delhi - DPCC ,2023-10-22,187.71,267.1,59.03,5.31,0.74,22.3
Punjabi Bagh  Delhi - DPCC ,2023-10-23,150.35,211.26,51.99,7.36,0.52,16.67
Punjabi Bagh  Delhi - DPCC ,2023-10-24,111.08,170.7,50.9,10.06,0.34,17.64
Punjabi Bagh  Delhi - DPCC ,2023-10-25,132.76,193.1,56.12,4.82,0.45,19.12
Punjabi Bagh  Delhi - DPCC ,2023-10-26,137.72,216.45,56.95,5.52,0.4,20.82
Punjabi Bagh  Delhi - DPCC ,2023-10-27,172.42,336.02,62.99,9.98,1.72,18.41
Punjabi Bagh  Delhi - DPCC ,2023-10-28,194.85,353.53,57.97,10.84,1.44,25.98
Punjabi Bagh  Delhi - DPCC ,2023-10-29,200.94,370.58,74.46,8.39,1.42,27.47
Punjabi Bagh  Delhi - DPCC ,2023-10-30,247.43,437.21,71.96,7.4,1.52,61.58
Punjabi Bagh  Delhi - DPCC ,2023-10-31,245.01,408.39,60.74,9.83,1.11,39.59
Punjabi Bagh  Delhi - DPCC ,2023-11-01,242.1,404.89,60.22,10.64,1.86,37.36
Punjabi Bagh  Delhi - DPCC ,2023-11-02,387.13,573.85,66.16,10.04,2.82,17.33
Punjabi Bagh  Delhi - DPCC ,2023-11-03,391.09,562.5,59.67,11.16,1.9,22.24
Punjabi Bagh  Delhi - DPCC ,2023-11-04,410.77,589.27,71.13,5.2,1.31,15.72
Punjabi Bagh  Delhi - DPCC ,2023-11-05,420.84,588.32,65.43,5.2,1.49,14.05
Punjabi Bagh  Delhi - DPCC ,2023-11-06,342.4,524.57,91.91,6.22,2.8,26.27
Punjabi Bagh  Delhi - DPCC ,2023-11-07,341.97,544.18,95.1,19.11,2.2,21.48
Punjabi Bagh  Delhi - DPCC ,2023-11-08,329.52,498.89,83.91,29.24,1.86,18.55
Punjabi Bagh  Delhi - DPCC ,2023-11-09,405.75,577.42,75.1,12.74,1.46,14.09
Punjabi Bagh  Delhi - DPCC ,2023-11-10,144.3,195.19,48.65,17.15,1.18,12.72
Punjabi Bagh  Delhi - DPCC ,2023-11-11,112.68,169.38,42.57,24.9,0.6,13.32
Punjabi Bagh  Delhi - DPCC ,2023-11-12,121.95,185.57,44.82,44.67,0.9,15.58
Punjabi Bagh  Delhi - DPCC ,2023-11-13,345.79,406.48,57.53,33.1,0.85,16.75
Punjabi Bagh  Delhi - DPCC ,2023-11-14,278.99,356.56,67.15,29.02,1.34,15.89
Punjabi Bagh  Delhi - DPCC ,2023-11-15,320.18,393.51,59.66,20.7,0.7,16.98
Punjabi Bagh  Delhi - DPCC ,2023-11-16,436.93,539.65,71.41,11.08,2.7,20.85
Punjabi Bagh  Delhi - DPCC ,2023-11-17,326.09,445.6,84.39,18.75,2.24,20.39
Punjabi Bagh  Delhi - DPCC ,2023-11-18,195.2,296.26,72.02,23.41,1.4,34.14
Punjabi Bagh  Delhi - DPCC ,2023-11-19,205.9,311.98,87.97,9.92,1.17,54.04
Punjabi Bagh  Delhi - DPCC ,2023-11-20,290.82,400.78,91.27,15.66,1.47,25.91
Punjabi Bagh  Delhi - DPCC ,2023-11-21,292.42,369.33,61.05,9.3,1.01,16.01
Punjabi Bagh  Delhi - DPCC ,2023-11-22,281.99,372.12,69.16,4.65,1.47,18.09
Punjabi Bagh  Delhi - DPCC ,2023-11-23,296.64,416.95,95.1,14.5,2.15,29.81
Punjabi Bagh  Delhi - DPCC ,2023-11-24,367.44,528.89,118.06,7.5,2.03,26.92
Punjabi Bagh  Delhi - DPCC ,2023-11-25,333.43,459.29,87.76,5.12,2.07,14.0
Punjabi Bagh  Delhi - DPCC ,2023-11-26,348.58,505.29,114.23,6.11,1.23,32.47
Punjabi Bagh  Delhi - DPCC ,2023-11-27,302.08,426.94,91.06,14.14,1.12,26.05
Punjabi Bagh  Delhi - DPCC ,2023-11-28,164.36,220.59,72.59,9.22,0.97,10.68
Punjabi Bagh  Delhi - DPCC ,2023-11-29,241.8,328.64,87.11,7.9,1.25,9.63
Punjabi Bagh  Delhi - DPCC ,2023-11-30,326.59,432.6,86.77,7.9,0.85,11.07
Punjabi Bagh  Delhi - DPCC ,2023-12-01,265.64,358.93,69.75,9.37,0.95,10.14
Punjabi Bagh  Delhi - DPCC ,2023-12-02,190.62,274.39,65.76,7.9,1.09,7.87
Punjabi Bagh  Delhi - DPCC ,2023-12-03,182.38,298.37,77.76,14.830000000000002,1.78,7.95
Punjabi Bagh  Delhi - DPCC ,2023-12-04,180.09,286.15,66.58,21.76,0.82,12.89
Punjabi Bagh  Delhi - DPCC ,2023-12-05,148.86,236.08,59.42,20.83,0.73,8.21
Punjabi Bagh  Delhi - DPCC ,2023-12-06,167.83,250.25,56.39,11.85,0.6,10.5
Punjabi Bagh  Delhi - DPCC ,2023-12-07,207.75,299.85,57.89,19.13,0.92,16.85
Punjabi Bagh  Delhi - DPCC ,2023-12-08,184.56,281.73,62.73,22.95,0.9,9.3
Punjabi Bagh  Delhi - DPCC ,2023-12-09,184.41,287.68,64.47,15.12,1.39,10.1
Punjabi Bagh  Delhi - DPCC ,2023-12-10,172.5,252.63,59.81,7.9,0.87,11.46
Punjabi Bagh  Delhi - DPCC ,2023-12-11,194.72,312.85,58.97,7.9,1.83,10.24
Punjabi Bagh  Delhi - DPCC ,2023-12-12,263.77,422.15,71.73,7.9,1.67,21.7
Punjabi Bagh  Delhi - DPCC ,2023-12-13,297.33,337.88,68.24,23.76,1.65,15.34
Punjabi Bagh  Delhi - DPCC ,2023-12-14,200.06,299.87,61.66,46.56,1.53,8.79
Punjabi Bagh  Delhi - DPCC ,2023-12-15,205.42,334.97,68.18,112.87,1.57,9.69
Punjabi Bagh  Delhi - DPCC ,2023-12-16,268.05,424.34,65.34,16.83,1.94,9.18
Punjabi Bagh  Delhi - DPCC ,2023-12-17,240.94,366.07,69.15,12.14,0.57,9.8
Punjabi Bagh  Delhi - DPCC ,2023-12-18,170.54,247.52,62.82,13.99,1.03,9.0
Punjabi Bagh  Delhi - DPCC ,2023-12-19,145.75,238.33,57.12,13.48,1.54,10.27
Punjabi Bagh  Delhi - DPCC ,2023-12-20,173.02,273.47,59.67,14.61,1.53,8.72
Punjabi Bagh  Delhi - DPCC ,2023-12-21,273.06,386.92,66.75,16.21,1.02,8.54
Punjabi Bagh  Delhi - DPCC ,2023-12-22,403.51,557.43,79.96,16.44,2.2,7.75
Punjabi Bagh  Delhi - DPCC ,2023-12-23,365.29,545.98,76.88,15.12,2.62,7.71
Punjabi Bagh  Delhi - DPCC ,2023-12-24,370.4,547.5,85.18,17.65,1.27,6.57
Punjabi Bagh  Delhi - DPCC ,2023-12-25,266.1,337.29,72.36,19.63,1.19,6.18
Punjabi Bagh  Delhi - DPCC ,2023-12-26,295.45,375.02,73.66,14.08,1.51,41.66
Punjabi Bagh  Delhi - DPCC ,2023-12-27,310.24,396.68,77.15,7.42,1.19,35.82
Punjabi Bagh  Delhi - DPCC ,2023-12-28,228.07,311.26,65.77,13.96,1.3,26.7
Punjabi Bagh  Delhi - DPCC ,2023-12-29,358.16,494.36,79.72,17.63,1.62,37.48
Punjabi Bagh  Delhi - DPCC ,2023-12-30,287.72,388.24,67.02,19.87,1.49,24.31
Punjabi Bagh  Delhi - DPCC ,2023-12-31,279.95,403.83,70.07,9.9,1.53,7.52
Punjabi Bagh  Delhi - DPCC ,2024-01-01,218.04,312.56,66.53,18.71,1.31,8.09
Punjabi Bagh  Delhi - DPCC ,2024-01-02,199.46,281.16,66.92,11.93,1.43,9.42
Punjabi Bagh  Delhi - DPCC ,2024-01-03,236.59,326.28,66.65,4.92,1.61,10.51
Punjabi Bagh  Delhi - DPCC ,2024-01-04,250.55,342.07,61.89,5.96,1.04,9.21
Punjabi Bagh  Delhi - DPCC ,2024-01-05,196.11,297.15,61.89,2.32,1.43,9.07
Punjabi Bagh  Delhi - DPCC ,2024-01-06,200.85,288.5,66.54,2.11,1.5,8.67
Punjabi Bagh  Delhi - DPCC ,2024-01-07,208.32,296.27,71.64,3.72,0.88,8.39
Punjabi Bagh  Delhi - DPCC ,2024-01-08,280.01,424.48,68.93,3.47,1.3,9.82
Punjabi Bagh  Delhi - DPCC ,2024-01-09,144.8,212.67,64.43,1.64,0.89,8.08
Punjabi Bagh  Delhi - DPCC ,2024-01-10,189.07,275.6,62.89,2.59,1.33,8.32
Punjabi Bagh  Delhi - DPCC ,2024-01-11,226.42,321.62,71.48,7.01,1.36,8.71
Punjabi Bagh  Delhi - DPCC ,2024-01-12,222.24,302.41,73.25,4.62,1.51,8.87
Punjabi Bagh  Delhi - DPCC ,2024-01-13,460.61,617.32,86.86,6.17,1.61,9.5
Punjabi Bagh  Delhi - DPCC ,2024-01-14,399.5,462.02,79.42,6.87,1.8,9.28
Punjabi Bagh  Delhi - DPCC ,2024-01-15,209.4,284.33,74.84,5.8,0.69,8.78
Punjabi Bagh  Delhi - DPCC ,2024-01-16,281.83,367.06,75.89,8.2,0.75,8.64
Punjabi Bagh  Delhi - DPCC ,2024-01-17,239.34,330.32,78.31,2.71,1.37,8.39
Punjabi Bagh  Delhi - DPCC ,2024-01-18,231.53,328.51,78.57,3.23,1.06,8.32
Punjabi Bagh  Delhi - DPCC ,2024-01-19,228.43,305.58,72.19,4.04,2.76,11.97
Punjabi Bagh  Delhi - DPCC ,2024-01-20,220.61,317.79,72.13,5.51,2.04,15.07
Punjabi Bagh  Delhi - DPCC ,2024-01-21,211.18,279.54,63.79,6.34,1.36,9.03
Punjabi Bagh  Delhi - DPCC ,2024-01-22,237.27,332.68,68.02,6.23,1.17,9.09
Punjabi Bagh  Delhi - DPCC ,2024-01-23,271.02,379.35,75.47,6.92,1.31,9.72
Punjabi Bagh  Delhi - DPCC ,2024-01-24,298.3,416.38,71.86,6.73,1.23,10.02
Punjabi Bagh  Delhi - DPCC ,2024-01-25,229.29,340.85,68.06,10.35,1.17,10.0
Punjabi Bagh  Delhi - DPCC ,2024-01-26,339.06,463.47,70.36,6.41,1.03,10.46
Punjabi Bagh  Delhi - DPCC ,2024-01-27,217.41,317.51,51.48,7.07,1.02,20.39
Punjabi Bagh  Delhi - DPCC ,2024-01-28,325.48,456.77,68.99,7.57,1.11,12.8
Punjabi Bagh  Delhi - DPCC ,2024-01-29,242.94,355.81,53.82,6.98,1.17,16.94
Punjabi Bagh  Delhi - DPCC ,2024-01-30,257.34,348.86,46.77,16.55,1.14,12.48
Punjabi Bagh  Delhi - DPCC ,2024-01-31,276.47,350.07,52.69,13.73,1.18,9.74
Punjabi Bagh  Delhi - DPCC ,2024-02-01,76.31,101.91,39.95,13.15,1.09,10.47
Punjabi Bagh  Delhi - DPCC ,2024-02-02,126.4,177.31,38.04,13.62,1.13,9.36
Punjabi Bagh  Delhi - DPCC ,2024-02-03,132.6,262.35,42.62,12.75,2.53,9.21
Punjabi Bagh  Delhi - DPCC ,2024-02-04,170.39,243.93,47.62,18.02,4.59,8.83
Punjabi Bagh  Delhi - DPCC ,2024-02-05,87.0,144.27,32.71,13.49,3.49,12.48
Punjabi Bagh  Delhi - DPCC ,2024-02-06,73.38,144.81,42.06,15.69,0.91,11.74
Punjabi Bagh  Delhi - DPCC ,2024-02-07,84.4,170.24,45.77,12.68,0.81,14.78
Punjabi Bagh  Delhi - DPCC ,2024-02-08,84.32,154.31,38.6,7.75,1.03,16.43
Punjabi Bagh  Delhi - DPCC ,2024-02-09,86.01,174.93,45.45,2.6,1.73,16.21
Punjabi Bagh  Delhi - DPCC ,2024-02-10,230.15,367.06,66.26,2.6,1.33,14.21
Punjabi Bagh  Delhi - DPCC ,2024-02-11,181.35,267.98,53.0,9.72,1.4,15.19
Punjabi Bagh  Delhi - DPCC ,2024-02-12,199.7,295.91,49.76,14.07,1.17,13.09
Punjabi Bagh  Delhi - DPCC ,2024-02-13,248.14,375.42,44.39,15.87,1.36,13.4
Punjabi Bagh  Delhi - DPCC ,2024-02-14,167.22,268.75,41.26,13.82,1.4,22.23
Punjabi Bagh  Delhi - DPCC ,2024-02-15,157.22,247.94,46.22,17.77,1.16,17.35
Punjabi Bagh  Delhi - DPCC ,2024-02-16,149.42,248.42,54.7,27.8,1.12,13.38
Punjabi Bagh  Delhi - DPCC ,2024-02-17,141.84,250.76,48.83,26.12,1.2,19.56
Punjabi Bagh  Delhi - DPCC ,2024-02-18,163.36,305.86,60.5,30.46,1.19,12.77
Punjabi Bagh  Delhi - DPCC ,2024-02-19,100.41,248.33,51.72,35.06,1.0,15.37
Punjabi Bagh  Delhi - DPCC ,2024-02-20,134.43,238.02,42.85,27.26,1.19,9.13
Punjabi Bagh  Delhi - DPCC ,2024-02-21,109.78,212.26,39.03,24.35,0.82,11.35
Punjabi Bagh  Delhi - DPCC ,2024-02-22,66.6,160.11,36.86,22.78,0.94,15.53
Punjabi Bagh  Delhi - DPCC ,2024-02-23,71.74,147.91,31.9,14.04,0.89,18.23
Punjabi Bagh  Delhi - DPCC ,2024-02-24,102.58,232.85,35.08,17.43,1.25,15.77
Punjabi Bagh  Delhi - DPCC ,2024-02-25,100.26,213.75,26.2,36.98,1.05,14.73
Punjabi Bagh  Delhi - DPCC ,2024-02-26,88.05,194.14,22.54,17.95,1.0,15.07
Punjabi Bagh  Delhi - DPCC ,2024-02-27,67.82,128.98,19.32,21.94,0.85,13.79
Punjabi Bagh  Delhi - DPCC ,2024-02-28,67.77,134.77,17.68,18.74,0.85,16.56
Punjabi Bagh  Delhi - DPCC ,2024-02-29,70.62,150.17,18.84,15.68,1.1,19.2
Punjabi Bagh  Delhi - DPCC ,2024-03-01,106.85,231.21,24.07,15.22,0.82,14.82
Punjabi Bagh  Delhi - DPCC ,2024-03-02,34.11,88.75,12.45,19.15,0.63,17.95
Punjabi Bagh  Delhi - DPCC ,2024-03-03,54.5,180.02,14.52,17.64,0.88,14.01
Punjabi Bagh  Delhi - DPCC ,2024-03-04,52.74,123.23,16.03,19.66,0.89,16.98
Punjabi Bagh  Delhi - DPCC ,2024-03-05,55.2,118.78,14.98,20.88,0.92,21.87
Punjabi Bagh  Delhi - DPCC ,2024-03-06,79.22,143.51,16.95,21.62,1.1,20.24
Punjabi Bagh  Delhi - DPCC ,2024-03-07,80.07,154.03,18.49,15.8,0.89,21.71
Punjabi Bagh  Delhi - DPCC ,2024-03-08,71.8,148.07,17.39,17.83,0.82,19.35
Punjabi Bagh  Delhi - DPCC ,2024-03-09,65.82,126.85,16.18,18.16,0.93,25.28
Punjabi Bagh  Delhi - DPCC ,2024-03-10,108.88,190.73,19.08,21.61,0.94,23.26
Punjabi Bagh  Delhi - DPCC ,2024-03-11,94.99,191.67,19.34,20.990000000000002,0.85,25.6
Punjabi Bagh  Delhi - DPCC ,2024-03-12,91.11,181.67,18.35,20.37,0.89,20.78
Punjabi Bagh  Delhi - DPCC ,2024-03-13,89.94,183.0,17.82,25.89,1.09,17.64
Punjabi Bagh  Delhi - DPCC ,2024-03-14,98.97,211.3,16.63,19.56,0.78,19.22
Punjabi Bagh  Delhi - DPCC ,2024-03-15,47.39,113.2,15.62,19.88,0.79,17.99
Punjabi Bagh  Delhi - DPCC ,2024-03-16,85.67,165.88,19.93,16.47,0.91,21.0
Punjabi Bagh  Delhi - DPCC ,2024-03-17,103.05,185.96,19.97,19.51,0.85,18.68
Punjabi Bagh  Delhi - DPCC ,2024-03-18,108.36,196.27,19.83,26.02,0.8,17.12
Punjabi Bagh  Delhi - DPCC ,2024-03-19,133.75,244.29,19.48,24.84,0.74,12.52
Punjabi Bagh  Delhi - DPCC ,2024-03-20,120.07,231.08,37.55,24.74,1.11,26.9
Punjabi Bagh  Delhi - DPCC ,2024-03-21,78.27,174.56,44.59,22.18,0.79,39.48
Punjabi Bagh  Delhi - DPCC ,2024-03-22,86.08,201.27,46.45,17.64,1.23,37.24
Punjabi Bagh  Delhi - DPCC ,2024-03-23,88.59,195.95,47.23,17.31,0.95,27.44
Punjabi Bagh  Delhi - DPCC ,2024-03-24,98.12,207.12,38.56,22.53,0.95,19.52
Punjabi Bagh  Delhi - DPCC ,2024-03-25,112.49,168.47,32.3,16.31,0.93,23.32
Punjabi Bagh  Delhi - DPCC ,2024-03-26,80.73,151.12,36.25,19.23,1.09,26.18
Punjabi Bagh  Delhi - DPCC ,2024-03-27,74.89,168.88,38.25,18.31,0.77,20.91
Punjabi Bagh  Delhi - DPCC ,2024-03-28,64.73,148.29,39.19,19.67,0.85,27.08
Punjabi Bagh  Delhi - DPCC ,2024-03-29,88.75,194.74,42.4,20.79,1.08,107.21
Punjabi Bagh  Delhi - DPCC ,2024-03-30,89.18,217.08,40.04,20.85,1.22,61.29
Punjabi Bagh  Delhi - DPCC ,2024-03-31,110.4,241.35,32.7,16.63,1.17,15.37
Punjabi Bagh  Delhi - DPCC ,2024-04-01,55.09,123.08,35.2,18.49,0.36,10.8
Punjabi Bagh  Delhi - DPCC ,2024-04-02,60.32,139.67,39.63,11.02,0.54,20.38
Punjabi Bagh  Delhi - DPCC ,2024-04-03,75.62,220.07,57.36,9.81,1.0,16.01
Punjabi Bagh  Delhi - DPCC ,2024-04-04,52.66,154.32,51.36,8.0,0.99,12.79
Punjabi Bagh  Delhi - DPCC ,2024-04-05,59.28,163.65,45.45,17.84,0.98,13.36
Punjabi Bagh  Delhi - DPCC ,2024-04-06,69.06,161.67,49.42,22.09,0.84,17.96
Punjabi Bagh  Delhi - DPCC ,2024-04-07,99.89,193.95,52.78,19.38,0.92,15.59
Punjabi Bagh  Delhi - DPCC ,2024-04-08,82.57,183.36,57.47,18.05,1.03,14.71
Punjabi Bagh  Delhi - DPCC ,2024-04-09,78.13,215.14,63.22,20.33,1.02,22.53
Punjabi Bagh  Delhi - DPCC ,2024-04-10,84.24,225.34,73.2,24.68,1.17,21.49
Punjabi Bagh  Delhi - DPCC ,2024-04-11,80.45,247.44,60.84,17.73,0.77,17.28
Punjabi Bagh  Delhi - DPCC ,2024-04-12,101.05,265.59,62.83,21.31,1.43,21.89
Punjabi Bagh  Delhi - DPCC ,2024-04-13,64.58,171.95,45.98,18.84,1.08,14.07
Punjabi Bagh  Delhi - DPCC ,2024-04-14,79.08,178.04,38.41,19.45,1.14,6.35
Punjabi Bagh  Delhi - DPCC ,2024-04-15,127.33,274.36,39.68,19.47,1.31,10.76
Punjabi Bagh  Delhi - DPCC ,2024-04-16,105.67,234.33,33.27,16.42,0.67,9.0
Punjabi Bagh  Delhi - DPCC ,2024-04-17,49.6,135.58,39.14,18.02,0.87,15.82
Punjabi Bagh  Delhi - DPCC ,2024-04-18,58.77,181.65,44.52,21.32,0.91,12.26
Punjabi Bagh  Delhi - DPCC ,2024-04-19,64.21,222.58,35.77,22.31,0.82,8.37
Punjabi Bagh  Delhi - DPCC ,2024-04-20,61.21,205.64,34.37,42.01,0.87,13.15
Punjabi Bagh  Delhi - DPCC ,2024-04-21,50.81,138.22,39.38,33.9,0.84,17.2
Punjabi Bagh  Delhi - DPCC ,2024-04-22,43.61,135.28,40.15,26.2,0.83,17.19
Punjabi Bagh  Delhi - DPCC ,2024-04-23,84.93,243.52,48.04,37.13,0.93,16.45
Punjabi Bagh  Delhi - DPCC ,2024-04-24,69.36,171.21,45.69,26.27,0.86,16.57
Punjabi Bagh  Delhi - DPCC ,2024-04-25,98.55,225.48,55.98,28.4,0.96,14.11
Punjabi Bagh  Delhi - DPCC ,2024-04-26,58.18,162.85,52.84,30.74,0.75,18.77
Punjabi Bagh  Delhi - DPCC ,2024-04-27,49.68,204.26,33.85,13.47,0.9,20.03
Punjabi Bagh  Delhi - DPCC ,2024-04-28,60.05,171.01,45.95,14.74,1.16,15.79
Punjabi Bagh  Delhi - DPCC ,2024-04-29,87.28,249.64,43.86,21.15,0.96,17.08
Punjabi Bagh  Delhi - DPCC ,2024-04-30,72.94,197.67,38.31,18.12,0.8,16.26
Punjabi Bagh  Delhi - DPCC ,2024-05-01,75.58,224.16,40.23,17.98,0.67,15.21
Punjabi Bagh  Delhi - DPCC ,2024-05-02,87.54,255.56,45.24,13.04,1.04,24.32
Punjabi Bagh  Delhi - DPCC ,2024-05-03,137.21,307.52,55.13,19.39,0.9,32.22
Punjabi Bagh  Delhi - DPCC ,2024-05-04,161.33,368.31,60.11,19.53,1.37,32.38
Punjabi Bagh  Delhi - DPCC ,2024-05-05,175.33,382.02,55.82,17.44,1.3,27.58
Punjabi Bagh  Delhi - DPCC ,2024-05-06,119.47,288.16,49.97,11.84,1.16,28.92
Punjabi Bagh  Delhi - DPCC ,2024-05-07,175.22,392.9,59.98,13.22,1.09,33.72
Punjabi Bagh  Delhi - DPCC ,2024-05-08,80.09,258.28,34.95,15.57,0.85,24.44
Punjabi Bagh  Delhi - DPCC ,2024-05-09,57.79,239.5,36.82,12.43,1.03,29.41
Punjabi Bagh  Delhi - DPCC ,2024-05-10,75.34,280.91,34.1,7.29,0.96,34.85
Punjabi Bagh  Delhi - DPCC ,2024-05-11,71.83,282.04,33.34,11.21,1.01,36.02
Punjabi Bagh  Delhi - DPCC ,2024-05-12,94.2,199.12,38.66,13.1,0.88,31.43
Punjabi Bagh  Delhi - DPCC ,2024-05-13,99.29,216.17,45.69,13.88,0.85,28.26
Punjabi Bagh  Delhi - DPCC ,2024-05-14,134.46,259.08,50.2,8.79,0.83,28.92
Punjabi Bagh  Delhi - DPCC ,2024-05-15,141.75,308.04,61.28,15.83,1.35,26.11
Punjabi Bagh  Delhi - DPCC ,2024-05-16,107.96,266.29,63.09,12.65,1.42,33.45
Punjabi Bagh  Delhi - DPCC ,2024-05-17,87.04,232.04,50.7,12.81,1.17,20.0
Punjabi Bagh  Delhi - DPCC ,2024-05-18,119.29,283.02,50.38,10.23,0.8,16.61
Punjabi Bagh  Delhi - DPCC ,2024-05-19,110.42,263.67,54.65,30.39,0.92,30.78
Punjabi Bagh  Delhi - DPCC ,2024-05-20,88.92,261.83,59.48,22.75,0.95,24.68
Punjabi Bagh  Delhi - DPCC ,2024-05-21,94.2,294.29,53.94,22.13,1.02,51.53
Punjabi Bagh  Delhi - DPCC ,2024-05-22,76.36,217.83,40.69,13.63,1.01,75.67
Punjabi Bagh  Delhi - DPCC ,2024-05-23,57.35,173.17,33.17,18.16,0.97,64.67
Punjabi Bagh  Delhi - DPCC ,2024-05-24,53.46,141.42,29.22,15.42,0.95,75.96
Punjabi Bagh  Delhi - DPCC ,2024-05-25,63.5,164.54,30.51,12.76,0.9,74.48
Punjabi Bagh  Delhi - DPCC ,2024-05-26,79.08,192.67,50.88,24.38,0.94,70.24
Punjabi Bagh  Delhi - DPCC ,2024-05-27,94.12,229.17,62.17,23.75,0.96,83.15
Punjabi Bagh  Delhi - DPCC ,2024-05-28,85.96,243.46,72.67,21.25,1.02,86.13
Punjabi Bagh  Delhi - DPCC ,2024-05-29,64.88,295.29,50.48,12.31,0.91,59.69
Punjabi Bagh  Delhi - DPCC ,2024-05-30,53.92,219.42,36.7,13.34,0.83,57.88
Punjabi Bagh  Delhi - DPCC ,2024-05-31,55.96,223.29,52.18,19.47,1.11,59.83
Punjabi Bagh  Delhi - DPCC ,2024-06-01,66.65,292.48,32.22,14.89,0.79,48.18
Punjabi Bagh  Delhi - DPCC ,2024-06-02,45.38,154.75,24.24,21.13,0.87,57.15
Punjabi Bagh  Delhi - DPCC ,2024-06-03,59.78,189.92,28.67,26.32,0.98,60.11
