date,NO2_satellite,SO2_satellite,CO_satellite,O3_satellite,Aerosol_Index_satellite,location,PM2.5_ground,PM10_ground,NO2_ground,SO2_ground,CO_ground,O3_ground
2020-01-01,0.000191017,-0.000432994,0.048550159,0.164568126,-1.098919272,"Anand Vihar, Delhi",367.38,449.58,54.76,10.76,3.65,60.06
2020-01-02,0.000191017,-0.000432994,0.048550159,0.164568126,-1.098919272,"Anand Vihar, Delhi",360.34,463.33,61.22,21.3,4.13,63.83
2020-01-03,0.000143035,0.000545728,0.041712284,0.139937222,-1.405038238,"Anand Vihar, Delhi",394.86,500.24,46.96,22.12,2.93,65.94
2020-01-04,0.0001429275,-0.000314788,0.044633403,0.137428784,-1.210190017,"Anand Vihar, Delhi",204.94,359.77,90.79,4.96,0.92,63.17
2020-01-05,0.00014282,-0.000530775,0.045669291,0.128114909,-0.864200711,"Anand Vihar, Delhi",186.4,313.4,69.24,11.1,1.96,62.89
2020-01-06,0.00014675775,-0.00041513125,0.04515892625,0.121408202,-0.925492942,"Anand Vihar, Delhi",171.8,290.19,62.39,17.4,2.34,66.44
2020-01-07,0.0001506955,-0.0002994875,0.0446485615,0.122558974,-0.540532589,"Anand Vihar, Delhi",143.41,218.67,41.79,16.19,1.69,63.24
2020-01-08,0.00015463325,-0.00018384375,0.04413819675,0.124403726,0.490476079,"Anand Vihar, Delhi",144.91,167.73,37.43,11.75,1.82,62.42
2020-01-09,0.000158571,-6.82e-05,0.043627832,0.121491358,-1.852961779,"Anand Vihar, Delhi",115.28,233.82,44.79,7.95,2.11,64.16
2020-01-10,0.000253007,0.000622388,0.044657398,0.116491796,-1.298125153,"Anand Vihar, Delhi",148.54,323.3,53.81,10.49,2.21,64.27
2020-01-11,0.000213984,0.000636706,0.044869464,0.114940427,-0.893136186,"Anand Vihar, Delhi",164.77,340.71,70.69,12.09,2.66,64.01
2020-01-12,0.0001833879999999,0.00055281925,0.0451229066666666,0.118790686,-0.863582066,"Anand Vihar, Delhi",260.68,335.325,73.67,11.6,3.83,64.42
2020-01-13,0.000152792,0.0004689325,0.0453763493333333,0.122640945,-0.834027946,"Anand Vihar, Delhi",259.22,329.94,54.47,3.86,2.68,59.43
2020-01-14,0.000122196,0.00038504575,0.045629792,0.133632675,-1.640458941,"Anand Vihar, Delhi",143.28,213.71,38.74,7.66,1.95,61.36
2020-01-15,9.16e-05,0.000301159,0.038211956,0.133784422,-2.05450991,"Anand Vihar, Delhi",118.38,199.33,46.55,8.78,1.27,60.22
2020-01-16,0.000131863,-1.5453333333333608e-06,0.041431344,0.135832708,-1.979105613,"Anand Vihar, Delhi",164.31,206.66,37.45,9.3,1.89,62.72
2020-01-17,0.0001721259999999,-0.0003042496666666,0.044650732,0.1378809939999999,-1.903701316,"Anand Vihar, Delhi",107.94,157.35,38.99,6.29,1.54,64.82
2020-01-18,0.000212389,-0.000606954,0.04787012,0.13992928,-1.828297019,"Anand Vihar, Delhi",173.46,345.44,72.29,4.43,2.11,33.18
2020-01-19,0.000211359,-0.0004825632,0.046045564,0.139942806,-1.732799712,"Anand Vihar, Delhi",153.73,261.58,54.86,3.92,1.69,12.15
2020-01-20,0.00018586575,-0.0003581724,0.0432112775,0.134782657,-1.999091744,"Anand Vihar, Delhi",181.78,314.54,63.04,7.51,5.1,12.09
2020-01-21,0.0001603725,-0.0002337815999999,0.040376991,0.132965497,-1.030428647,"Anand Vihar, Delhi",243.19,407.08,61.38,4.17,1.54,11.9
2020-01-22,0.00013487925,-0.0001093907999999,0.0406103656666666,0.135306254,-0.56071198,"Anand Vihar, Delhi",237.3,361.8,58.79,4.43,1.87,12.04
2020-01-23,0.000109386,1.5e-05,0.0408437403333333,0.131600501,-1.084421794,"Anand Vihar, Delhi",75.68,172.33,51.28,4.95,2.18,12.24
2020-01-24,0.000180585,0.0002420425,0.041077115,0.128409997,-1.151008844,"Anand Vihar, Delhi",90.76,256.7,81.66,12.49,4.2,13.6
2020-01-25,0.000385837,0.000469085,0.046744991,0.127078201,-1.492843081,"Anand Vihar, Delhi",157.4,348.93,91.07,9.24,2.91,13.52
2020-01-26,0.000157295,-9.74e-05,0.045627929,0.123946898,-1.200549722,"Anand Vihar, Delhi",292.98,519.9,85.09,10.34,2.28,18.26
2020-01-27,0.0001399806666666,0.0001078109999999,0.043952165,0.124114353,-1.250485827,"Anand Vihar, Delhi",243.76,455.74,91.98,11.27,4.0,19.82
2020-01-28,0.0001226663333333,0.000313022,0.042276401,0.1260794045,-1.354424263,"Anand Vihar, Delhi",105.54,153.68,52.73,11.61,2.4,21.37
2020-01-29,0.000105352,0.000518233,0.0406006369999999,0.128044456,-1.458362699,"Anand Vihar, Delhi",83.0,168.33,56.09,5.79,3.35,18.37
2020-01-30,0.000150386,0.000118005,0.038924873,0.128652498,-1.444930792,"Anand Vihar, Delhi",82.72,181.35,55.98,8.24,2.58,22.0
2020-01-31,,,,,,"Anand Vihar, Delhi",91.51,230.59,71.52,7.47,2.26,20.73
2020-02-01,,,,,,"Anand Vihar, Delhi",129.92,269.08,67.66,8.24,2.13,20.26
2020-02-02,0.0002029954999999,2.9952499999999995e-05,0.0439087315,0.127647571,-1.3281416895,"Anand Vihar, Delhi",123.57,234.81,78.81,7.29,1.39,23.64
2020-02-03,0.000255605,-5.81e-05,0.04889259,0.126642644,-1.211352587,"Anand Vihar, Delhi",154.76,343.36,90.55,10.3,3.13,24.4
2020-02-04,0.000213677,-0.000947443,0.0487284803333333,0.136968955,-1.35844171,"Anand Vihar, Delhi",207.44,401.58,79.68,13.59,1.25,51.02
2020-02-05,0.000223037,0.00016993,0.0485643706666666,0.130095705,-2.126556158,"Anand Vihar, Delhi",134.67,304.81,82.08,12.28,3.13,25.93
2020-02-06,0.000258174,0.00224685,0.048400261,0.13456744,-1.287654393,"Anand Vihar, Delhi",132.27,276.07,77.69,8.9,2.08,24.84
2020-02-07,0.000176937,0.0016177639999999,0.051213145,0.143083383,-0.42465172,"Anand Vihar, Delhi",163.43,267.72,90.87,12.21,2.29,44.35
2020-02-08,9.57e-05,0.000988678,0.045714831,0.142251763,-1.265805715,"Anand Vihar, Delhi",145.22,290.78,74.63,3.13,2.2,29.26
2020-02-09,0.000161734,0.0007050195,0.044373042,0.133925395,-1.3930928675,"Anand Vihar, Delhi",149.97,293.99,90.57,11.55,2.47,27.02
2020-02-10,0.000227768,0.000421361,0.043031253,0.125599027,-1.52038002,"Anand Vihar, Delhi",177.03,380.38,59.12,7.82,2.39,26.92
2020-02-11,0.000302544,-0.000363832,0.051601231,0.122888037,-1.194703575,"Anand Vihar, Delhi",183.51,387.12,103.47,8.08,2.23,25.79
2020-02-12,9.03e-05,0.000593312,0.047137823,0.119755358,-0.52594018,"Anand Vihar, Delhi",173.85,356.26,87.96,7.89,2.26,25.62
2020-02-13,0.000178265,-0.000865851,0.043384071,0.124730535,-0.911215901,"Anand Vihar, Delhi",100.4,228.32,71.11,9.57,2.09,29.87
2020-02-14,0.000161901,9.19305e-05,0.0432675805,0.1301087105,-1.0242391225,"Anand Vihar, Delhi",85.3,195.38,53.22,6.45,1.56,37.11
2020-02-15,,,,,,"Anand Vihar, Delhi",85.38,244.33,88.72,5.9,1.32,40.28
2020-02-16,0.000145537,0.001049712,0.04315109,0.135486886,-1.137262344,"Anand Vihar, Delhi",137.73,300.77,90.91,4.0,1.81,29.86
2020-02-17,0.000130591,-0.000120772,0.03761071,0.137841254,-1.058029056,"Anand Vihar, Delhi",193.53,386.87,100.12,2.52,2.41,23.55
2020-02-18,0.000114794,-0.000214394,0.0396644403333333,0.1427323816666666,-1.0126068793333334,"Anand Vihar, Delhi",131.36,299.31,110.77,9.75,2.92,26.01
2020-02-19,9.8997e-05,-0.000308016,0.0417181706666666,0.1476235093333333,-0.9671847026666668,"Anand Vihar, Delhi",145.83,367.08,74.84,8.54,2.51,33.52
2020-02-20,8.32e-05,-0.000401638,0.043771901,0.152514637,-0.921762526,"Anand Vihar, Delhi",103.22,233.49,36.7,7.78,1.48,15.08
2020-02-21,8.87236e-05,-0.0001339865,0.048350506,0.149162894,0.130442201,"Anand Vihar, Delhi",54.62,98.23,38.19,7.08,1.02,14.96
2020-02-22,9.42472e-05,0.000133665,0.052929111,0.137564581,-0.95390949,"Anand Vihar, Delhi",74.57,167.26,45.92,12.24,2.54,14.92
2020-02-23,9.97708e-05,-0.000109632,0.0508663196666666,0.1403212473333333,-1.1280654493333333,"Anand Vihar, Delhi",111.16,207.71,50.27,4.38,1.8,13.51
2020-02-24,0.0001052944,-0.000352929,0.0488035283333333,0.1430779136666666,-1.3022214086666668,"Anand Vihar, Delhi",59.46,166.17,49.38,7.71,2.06,13.54
2020-02-25,0.000110818,-0.000596226,0.046740737,0.14583458,-1.476377368,"Anand Vihar, Delhi",97.21,236.44,59.45,7.67,2.82,13.6
2020-02-26,0.00025255,-0.000440371,0.053854752,0.136035398,-1.405802965,"Anand Vihar, Delhi",125.26,286.12,71.83,8.31,2.62,14.0
2020-02-27,0.000225883,-6.676966666666669e-05,0.049646535,0.1329313965,-1.271623899666667,"Anand Vihar, Delhi",93.84,200.87,65.17,2.47,2.03,14.56
2020-02-28,0.000199216,0.0003068316666666,0.045438318,0.129827395,-1.1374448343333332,"Anand Vihar, Delhi",72.34,158.38,42.88,4.87,1.95,19.31
2020-02-29,,,,,,"Anand Vihar, Delhi",53.06,115.03,44.18,10.91,1.61,34.34
2020-03-01,0.000172549,0.000680433,0.041230101,0.137623989,-1.003265769,"Anand Vihar, Delhi",62.81,194.46,75.65,11.385,2.18,41.89
2020-03-02,0.000417914,-0.00016024,0.051716027,0.132586605,-0.929170653,"Anand Vihar, Delhi",128.47,325.07,72.44,11.86,2.51,33.35
2020-03-03,0.000206821,-0.000330803,0.043906055,0.123202644,-1.35130322,"Anand Vihar, Delhi",101.83,250.66,79.48,8.12,3.31,21.38
2020-03-04,0.0002076647999999,-0.000296521,0.0421346423333333,0.1271742083333333,-1.3075656893333332,"Anand Vihar, Delhi",83.62,217.75,63.9,14.2,1.97,48.88
2020-03-05,0.0002085086,-0.000262239,0.0403632296666666,0.1311457726666666,-1.2638281586666666,"Anand Vihar, Delhi",32.82,86.48,46.49,8.23,1.99,33.34
2020-03-06,0.0002093524,-0.000227957,0.038591817,0.135117337,-1.220090628,"Anand Vihar, Delhi",19.55,42.38,41.39,6.17,1.81,29.62
2020-03-07,0.0002101962,-0.000193675,0.041497243,0.132579073,-1.827509761,"Anand Vihar, Delhi",44.44,108.21,51.22,7.91,1.63,22.92
2020-03-08,0.00021104,0.000787506,0.042739178,0.132833886,-1.467649084,"Anand Vihar, Delhi",101.52,226.74,56.83,11.25,2.38,20.01
2020-03-09,8.48e-05,-2.39e-05,0.034362391,0.131637027,-0.999428945,"Anand Vihar, Delhi",66.42,181.87,51.4,8.23,2.12,21.94
2020-03-10,6.31e-05,-0.000473163,0.0346820806666666,0.135582119,-0.859283328,"Anand Vihar, Delhi",170.09,314.39,47.14,4.12,1.99,16.47
2020-03-11,7.83e-05,-0.0001072019999999,0.0350017703333333,0.135296285,-0.9245533345,"Anand Vihar, Delhi",51.98,121.21,33.05,9.28,1.6,36.5
2020-03-12,9.35e-05,0.000258759,0.03532146,0.135010451,-0.989823341,"Anand Vihar, Delhi",71.2,188.62,43.54,12.05,1.98,25.31
2020-03-13,0.000282492,0.000431662,0.047117013,0.15226388,-0.956331849,"Anand Vihar, Delhi",58.92,204.01,50.24,7.55,1.49,28.66
2020-03-14,,,,,,"Anand Vihar, Delhi",45.72,87.3,42.35,8.91,2.1,28.04
2020-03-15,0.00011647,-0.000130528,0.043828927,0.140681192,-1.14001894,"Anand Vihar, Delhi",62.7,151.82,49.44,9.01,2.12,33.58
2020-03-16,0.000110945,0.0002163514999999,0.0409265625,0.1422707385,-0.883104629,"Anand Vihar, Delhi",65.0,241.2,66.57,7.25,1.79,28.04
2020-03-17,0.00010542,0.000563231,0.038024198,0.143860285,-0.626190318,"Anand Vihar, Delhi",71.67,222.03,65.45,8.12,2.04,23.54
2020-03-18,0.000174175,0.000474821,0.03712659,0.145729526,-0.87376071,"Anand Vihar, Delhi",71.28,246.6,70.38,3.86,2.25,22.51
2020-03-19,0.000277933,-0.000293784,0.049501028,0.15178594,-1.298454404,"Anand Vihar, Delhi",110.73,276.17,68.52,9.24,2.21,17.42
2020-03-20,0.000167772,-0.000634727,0.048236251,0.148409307,-1.177321553,"Anand Vihar, Delhi",116.0,262.94,54.72,29.63,1.78,40.07
2020-03-21,0.0001464746666666,-0.00025019,0.046971474,0.14470386,-0.9706011016666668,"Anand Vihar, Delhi",95.03,268.68,74.15,12.81,2.23,26.44
2020-03-22,0.0001251773333333,0.0001343469999999,0.045706697,0.140998413,-0.7638806503333333,"Anand Vihar, Delhi",84.56,155.36,40.42,14.6,2.04,69.38
2020-03-23,0.00010388,0.000518884,0.04444192,0.137292966,-0.557160199,"Anand Vihar, Delhi",61.85,114.29,34.62,15.57,1.5,54.08
2020-03-24,6.51e-05,-0.000776564,0.041032635,0.136429801,-0.98864706,"Anand Vihar, Delhi",100.43,156.73,33.66,17.56,2.07,51.15
2020-03-25,3.88e-05,7.11e-05,0.038899671,0.129353906,-1.02942725,"Anand Vihar, Delhi",42.57,72.33,20.65,12.86,1.24,45.52
2020-03-26,3.573333333333333e-05,5.3666666666666666e-05,0.0373104236666666,0.129807072,-0.8472484619999999,"Anand Vihar, Delhi",44.33,68.2,17.33,8.2,1.42,37.68
2020-03-27,3.266666666666667e-05,3.623333333333333e-05,0.0357211763333333,0.130260238,-0.6650696739999999,"Anand Vihar, Delhi",25.74,40.22,14.68,10.7,1.32,35.12
2020-03-28,2.96e-05,1.88e-05,0.034131929,0.130713404,-0.482890886,"Anand Vihar, Delhi",22.74,39.51,15.53,8.14,1.15,36.87
2020-03-29,3.05e-05,-0.000889096,0.033827465,0.135977983,-0.540721476,"Anand Vihar, Delhi",28.59,64.13,15.34,7.53,1.19,54.37
2020-03-30,2.9166666666666663e-05,-0.000545157,0.034151169,0.1357636323333333,-0.446855736,"Anand Vihar, Delhi",31.82,65.31,18.57,8.29,1.41,67.43
2020-03-31,,,,,,"Anand Vihar, Delhi",35.14,76.02,16.81,9.95,0.79,71.51
2020-04-01,2.7833333333333333e-05,-0.000201218,0.0344748729999999,0.1355492816666666,-0.352989996,"Anand Vihar, Delhi",36.73,73.73,17.67,11.1,1.39,56.83
2020-04-02,2.65e-05,0.000142721,0.034798577,0.135334931,-0.259124256,"Anand Vihar, Delhi",30.54,69.65,14.93,9.21,1.31,68.23
2020-04-03,4.07e-05,-5.15e-05,0.034313399,0.134087767,-0.5353145,"Anand Vihar, Delhi",30.56,70.92,24.45,7.75,1.32,81.23
2020-04-04,4.465e-05,-0.000421426,0.039217789,0.134119702,-1.040775736,"Anand Vihar, Delhi",31.670625,80.38,25.14,9.15,1.2,79.26
2020-04-05,4.86e-05,-0.000102573,0.0389250556666666,0.13486883,-1.619850993,"Anand Vihar, Delhi",32.78125,124.37,23.41,12.89,1.39,78.29
2020-04-06,3.92e-05,0.0003298205,0.0386323223333333,0.1354752404999999,-0.678138703,"Anand Vihar, Delhi",33.891875,191.0,24.15357142857143,12.865,1.87,58.79
2020-04-07,2.98e-05,0.000762214,0.038339589,0.136081651,0.263573587,"Anand Vihar, Delhi",35.0025,66.94,24.897142857142857,12.84,1.09,58.59
2020-04-08,4.51e-05,-1.07e-05,0.03784119,0.139975682,-0.209514484,"Anand Vihar, Delhi",36.113125,79.71,25.640714285714285,12.815,0.47,63.79
2020-04-09,4.78e-05,0.000819158,0.037185773,0.134413898,-0.880145371,"Anand Vihar, Delhi",37.22375,83.09181818181817,26.384285714285717,12.79,0.5036363636363637,62.59090909090909
2020-04-10,4.38e-05,0.000457766,0.038311173,0.138435934,-1.021919604,"Anand Vihar, Delhi",38.334375,86.47363636363636,27.127857142857145,12.765,0.5372727272727272,61.39181818181818
2020-04-11,2.89e-05,0.001047802,0.037347285,0.139831061,-0.19217022,"Anand Vihar, Delhi",39.445,89.85545454545453,27.871428571428574,12.74,0.5709090909090909,60.19272727272728
2020-04-12,4.255e-05,0.0007722919999999,0.036383397,0.1367980195,-0.053992525,"Anand Vihar, Delhi",40.555625,93.23727272727272,28.615,12.715,0.6045454545454545,58.99363636363636
2020-04-13,5.62e-05,0.000496782,0.035419509,0.133764978,0.08418517,"Anand Vihar, Delhi",41.66625,96.6190909090909,29.35857142857143,12.69,0.6381818181818182,57.79454545454546
2020-04-14,5.67e-05,0.000506283,0.037457533,0.131521553,-0.030832995,"Anand Vihar, Delhi",42.776875,100.00090909090908,30.10214285714286,12.665,0.6718181818181819,56.595454545454544
2020-04-15,6.83e-05,0.000411767,0.041985154,0.131776139,-0.750998499,"Anand Vihar, Delhi",43.8875,103.38272727272728,30.845714285714287,12.64,0.7054545454545454,55.39636363636364
2020-04-16,5.9833333333333335e-05,0.0002611113333333,0.040745827,0.1321123149999999,-0.3864294126666667,"Anand Vihar, Delhi",44.998125,106.76454545454546,31.589285714285715,12.615,0.739090909090909,54.197272727272725
2020-04-17,5.136666666666666e-05,0.0001104556666666,0.0395065,0.132448491,-0.0218603263333333,"Anand Vihar, Delhi",46.10875,110.14636363636365,32.332857142857144,12.59,0.7727272727272727,52.99818181818182
2020-04-18,4.29e-05,-4.02e-05,0.038267173,0.132784667,0.34270876,"Anand Vihar, Delhi",47.219375,113.52818181818182,33.07642857142857,12.565,0.8063636363636364,51.79909090909091
2020-04-19,5.72e-05,-0.000176014,0.036151543,0.139864,-0.529469166,"Anand Vihar, Delhi",48.33,116.91,33.82,12.54,0.84,50.6
2020-04-20,4.71e-05,0.000378658,0.039866928,0.142698859,-1.580159141,"Anand Vihar, Delhi",66.17,125.31,24.31,19.18,4.28,58.97
2020-04-21,5.34e-05,0.000150567,0.0402113785,0.134981781,-1.371666551,"Anand Vihar, Delhi",53.95,98.41,17.31,12.58,2.08,50.88
2020-04-22,6.12e-05,0.0001812983333333,0.040555829,0.133862439,-1.1457194435,"Anand Vihar, Delhi",68.05,138.96,30.36,27.88,1.17,78.25
2020-04-23,6.9e-05,0.0002120296666666,0.0409002795,0.132743097,-0.919772336,"Anand Vihar, Delhi",55.74,116.9,26.22,18.93,1.46,76.26
2020-04-24,7.68e-05,0.000242761,0.04124473,0.132391924,-0.431151833,"Anand Vihar, Delhi",63.3,128.29,24.24,18.83,1.28,84.5
2020-04-25,6.965e-05,-0.000791939,0.039873961,0.133840963,-1.981660485,"Anand Vihar, Delhi",33.52,110.27,16.53,11.27,2.453333333333333,99.99
2020-04-26,6.25e-05,0.000550999,0.043736476,0.136037156,-1.499469161,"Anand Vihar, Delhi",46.69,92.25,12.38,13.77,3.626666666666666,84.26
2020-04-27,6.27e-05,0.000745107,0.0438579466666666,0.134801313,-1.276143074,"Anand Vihar, Delhi",28.59,74.23,11.11,10.47,4.8,75.62
2020-04-28,5.8250000000000006e-05,0.0004010035,0.0439794173333333,0.1341067775,-1.157243788,"Anand Vihar, Delhi",46.21,79.82,10.05,11.68,1.44,74.34
2020-04-29,5.38e-05,5.69e-05,0.044100888,0.133412242,-1.038344502,"Anand Vihar, Delhi",56.04,119.5,10.851176470588236,12.318235294117647,1.47,102.45
2020-04-30,,,,,,"Anand Vihar, Delhi",37.56,85.74,11.65235294117647,12.956470588235296,1.89,72.45
2020-05-01,7.74e-05,-7.72e-05,0.047669236,0.132465944,-0.57609421,"Anand Vihar, Delhi",39.98466666666667,89.34133333333332,12.453529411764707,13.59470588235294,1.9913333333333327,72.16333333333334
2020-05-02,7.03e-05,-0.0001614016666666,0.04491571,0.1325523406666666,-0.4843401313333333,"Anand Vihar, Delhi",42.409333333333336,92.94266666666668,13.254705882352942,14.232941176470588,2.0926666666666667,71.87666666666667
2020-05-03,6.32e-05,-0.0002456033333333,0.042162184,0.1326387373333333,-0.3925860526666667,"Anand Vihar, Delhi",44.834,96.544,14.055882352941175,14.871176470588235,2.194,71.59
2020-05-04,5.61e-05,-0.000329805,0.039408658,0.132725134,-0.300831974,"Anand Vihar, Delhi",47.25866666666667,100.14533333333333,14.857058823529414,15.509411764705884,2.295333333333333,71.30333333333334
2020-05-05,5.84e-05,0.000617989,0.040670536,0.141907096,-1.007516742,"Anand Vihar, Delhi",49.68333333333334,103.74666666666668,15.658235294117649,16.14764705882353,2.3966666666666665,71.01666666666667
2020-05-06,5.9425e-05,0.0006127935,0.04178016325,0.135577563,-2.039503711,"Anand Vihar, Delhi",52.108,107.348,16.459411764705884,16.785882352941176,2.498,70.73
2020-05-07,6.0450000000000006e-05,0.000607598,0.0428897905,0.1357678316666666,-1.331766525,"Anand Vihar, Delhi",54.53266666666667,110.94933333333331,17.26058823529412,17.424117647058825,2.599333333333333,70.44333333333334
2020-05-08,6.1475e-05,0.0006024025,0.04399941775,0.1359581003333333,-0.624029339,"Anand Vihar, Delhi",56.95733333333334,114.55066666666666,18.061764705882357,18.06235294117647,2.7006666666666668,70.15666666666667
2020-05-09,6.25e-05,0.000597207,0.045109045,0.136148369,0.083707847,"Anand Vihar, Delhi",59.382000000000005,118.152,18.862941176470592,18.70058823529412,2.802,69.87
2020-05-10,6.31e-05,0.0004233756,0.044575931,0.137508646,-0.698073685,"Anand Vihar, Delhi",61.80666666666667,121.75333333333332,19.664117647058823,19.33882352941177,2.9033333333333333,69.58333333333334
2020-05-11,6.37e-05,0.0002495442,0.044042817,0.134350151,-1.574176292,"Anand Vihar, Delhi",64.23133333333334,125.35466666666666,20.465294117647066,19.97705882352941,3.0046666666666666,69.29666666666667
2020-05-12,6.686666666666667e-05,7.571279999999997e-05,0.043509703,0.131191656,-0.668734312,"Anand Vihar, Delhi",66.656,128.956,21.266470588235297,20.61529411764706,3.106,69.01
2020-05-13,7.003333333333333e-05,-9.81186e-05,0.0466608705,0.133174628,-2.052651167,"Anand Vihar, Delhi",69.08066666666667,132.55733333333333,22.06764705882353,21.253529411764703,3.2073333333333336,68.72333333333334
2020-05-14,7.32e-05,-0.00027195,0.049812038,0.130101056,0.035571981,"Anand Vihar, Delhi",71.50533333333334,136.15866666666665,22.868823529411767,21.891764705882352,3.3086666666666664,68.43666666666667
2020-05-15,8.69545e-05,-0.0003004735,0.045542285,0.130601257,-0.100993532,"Anand Vihar, Delhi",73.93,139.76,23.67,22.53,3.41,68.15
2020-05-16,0.000100709,-0.000328997,0.041272532,0.131101458,-0.237559045,"Anand Vihar, Delhi",78.74,129.4,20.24,16.09,2.64,96.76
2020-05-17,8.11e-05,0.000277694,0.045175452,0.130534234,-0.729891076,"Anand Vihar, Delhi",96.86,165.23,28.44,28.76,2.94,105.36
2020-05-18,9.43e-05,0.000362887,0.0444960596666666,0.131977051,0.059721194,"Anand Vihar, Delhi",86.91,145.68,41.51,15.75,1.57,80.56
2020-05-19,9.73675e-05,-6.773199999999998e-05,0.0438166673333333,0.1305838075,0.074123088,"Anand Vihar, Delhi",112.59,142.37,51.06,23.61,1.6,81.73
2020-05-20,0.000100435,-0.000498351,0.043137275,0.129190564,0.088524982,"Anand Vihar, Delhi",61.02,86.47,33.84,13.93,2.61,110.19
2020-05-21,0.000114332,0.000598802,0.041198494,0.122247525,0.239600539,"Anand Vihar, Delhi",61.76,88.0,22.22,15.34,4.2,145.74
2020-05-22,0.000139545,0.000307776,0.052228569,0.12179675,-0.414261907,"Anand Vihar, Delhi",128.9,177.3,115.29,17.66,5.07,30.48
2020-05-23,7.16e-05,-0.000579158,0.0494563485,0.121292271,0.289922614,"Anand Vihar, Delhi",105.44,152.94,51.96,11.81,2.8,88.86
2020-05-24,8.941733333333334e-05,-0.0002899576666666,0.046684128,0.1227621786666666,0.3457325723333333,"Anand Vihar, Delhi",92.26,140.51,29.58,17.19,1.46,109.97
2020-05-25,0.0001072346666666,-7.573333333333676e-07,0.0439119075,0.1242320863333333,0.4015425306666667,"Anand Vihar, Delhi",69.08,105.12,33.14,21.03,1.1,111.85
2020-05-26,0.000125052,0.000288443,0.041139687,0.125701994,0.457352489,"Anand Vihar, Delhi",67.48,128.55,44.17,11.53,2.98,85.79
2020-05-27,0.000137693,0.000100739,0.044352908,0.124598473,0.163478896,"Anand Vihar, Delhi",61.12,102.84,24.44,13.51,0.73,135.88
2020-05-28,6.15e-05,-0.000246466,0.0398427665,0.124063596,-0.699171007,"Anand Vihar, Delhi",57.17,166.09,12.43,7.86,1.36,120.28
2020-05-29,4.74e-05,-0.000212391,0.035332625,0.125639588,1.051749706,"Anand Vihar, Delhi",40.99,56.29,16.57,10.43,1.86,96.73
2020-05-30,7.5354e-05,0.0001175075,0.0366458986666666,0.1274649055,0.1089835464999999,"Anand Vihar, Delhi",30.17,38.78,14.21,9.38,3.97,96.39
2020-05-31,,,,,,"Anand Vihar, Delhi",28.75,39.75,16.89,11.88,3.14,82.72
2020-06-01,0.000103308,0.000447406,0.0379591723333333,0.129290223,-0.833782613,"Anand Vihar, Delhi",52.74,83.59,19.98,17.55,1.33,103.57
2020-06-02,0.0001126114999999,0.0003047525,0.039272446,0.128738716,-0.7273497879999999,"Anand Vihar, Delhi",61.58,90.56,20.92,18.1,1.14,106.1
2020-06-03,0.000121915,0.000162099,0.041444527,0.128187209,-0.620916963,"Anand Vihar, Delhi",77.2,106.61,28.27,22.98,1.05,103.89
2020-06-04,0.000118454,0.0001198495,0.041671752,0.1282033914999999,-0.834107357,"Anand Vihar, Delhi",96.38,127.92,48.57,23.31,1.52,83.69
2020-06-05,0.000114993,7.76e-05,0.041898977,0.128219574,-1.047297751,"Anand Vihar, Delhi",57.98,76.52,24.86,12.61,0.61,95.02
2020-06-06,9.79e-05,-0.000437079,0.040472292,0.12794283,-1.250806093,"Anand Vihar, Delhi",43.44,60.1,19.23,14.74,1.24,87.5
2020-06-07,8.36e-05,-5.83e-05,0.039500993,0.125823498,-1.320962548,"Anand Vihar, Delhi",53.08,75.23,21.66,11.56,1.04,100.85
2020-06-08,8.65e-05,-0.000641723,0.0391587429999999,0.126884907,-1.515315533,"Anand Vihar, Delhi",68.74,93.49,35.61,20.74,2.08,122.92
2020-06-09,8.62e-05,-0.000421782,0.038816493,0.1266496233333333,-1.080393764,"Anand Vihar, Delhi",84.38,113.24,48.89,17.51,1.32,99.13
2020-06-10,8.59e-05,-0.000201841,0.038474243,0.1264143396666666,-0.6454719950000001,"Anand Vihar, Delhi",93.01,130.83,45.01,17.49,1.51,75.81
2020-06-11,8.56e-05,1.81e-05,0.038131993,0.126179056,-0.210550226,"Anand Vihar, Delhi",82.96,116.25,36.48,17.25,1.53,52.15
2020-06-12,0.000168004,-4.58e-05,0.041929517,0.127355203,-0.776826084,"Anand Vihar, Delhi",86.82,118.41,53.02,13.59,1.81,69.12
2020-06-13,7.64e-05,-2.72e-05,0.045912471,0.12638253,1.055319786,"Anand Vihar, Delhi",82.08,119.75,57.43,10.11,1.52,67.19
2020-06-14,7.98e-05,0.000395909,0.042405069,0.126274794,-0.585170269,"Anand Vihar, Delhi",109.94,137.09,64.76,14.75,1.46,69.48
2020-06-15,8.32e-05,0.00022813,0.043666641,0.128098498,-0.925456473,"Anand Vihar, Delhi",72.47,101.18,70.99,12.3,1.08,78.77
2020-06-16,9.93e-05,0.000148497,0.041219577,0.124977909,0.035162009,"Anand Vihar, Delhi",58.49,84.98,42.5,12.18,1.27,86.02
2020-06-17,9.47e-05,-4.247766666666666e-05,0.041430745,0.1250027666666666,0.4805135973333334,"Anand Vihar, Delhi",47.86,80.27,41.94,11.89,0.88,80.0
2020-06-18,9.01e-05,-0.0002334523333333,0.041641913,0.1250276243333333,0.9258651856666668,"Anand Vihar, Delhi",49.46,81.2,50.33,12.19,1.72,88.2
